Time,Demand_Percentage(%),Prediction_Horizon(min),CAV_Penetration(%),Eco_Routing_with_Travel_Time(0/1),Overall_Travel_Time_Avg(s),Overall_Fuel_Used(gallon),Overall_Electricity_Used(kWh),Overall_Fuel_Cost($),Overall_Electricity_Cost($),Total_Number_of_Vehicles,Travel_Time_ICE_Avg(s),Travel_Time_ICE_NONCAV_Avg(s),Travel_Time_BEV_Avg(s),Travel_Time_BEV_NONCAV_Avg(s),Travel_Time_PHEV_Avg(s),Travel_Time_PHEV_NONCAV_Avg(s),Travel_Time_HFCV_Avg(s),Travel_Time_HFCV_NONCAV_Avg(s),Fuel_Used_ICE_Avg(gallon),Fuel_Used_ICE_NONCAV_Avg(gallon),Fuel_Used_BEV_Avg(gallon),Fuel_Used_BEV_NONCAV_Avg(gallon),Fuel_Used_PHEV_Avg(gallon),Fuel_Used_PHEV_NONCAV_Avg(gallon),Fuel_Used_HFCV_Avg(gallon),Fuel_Used_HFCV_NONCAV_Avg(gallon),Electricity_Used_ICE_Avg(kWh),Electricity_Used_ICE_NONCAV_Avg(kWh),Electricity_Used_BEV_Avg(kWh),Electricity_Used_BEV_NONCAV_Avg(kWh),Electricity_Used_PHEV_Avg(kWh),Electricity_Used_PHEV_NONCAV_Avg(kWh),Electricity_Used_HFCV_Avg(kWh),Electricity_Used_HFCV_NONCAV_Avg(kWh),Vehicle_Count_ICE,Vehicle_Count_ICE_NONCAV,Vehicle_Count_BEV,Vehicle_Count_BEV_NONCAV,Vehicle_Count_PHEV,Vehicle_Count_PHEV_NONCAV,Vehicle_Count_HFCV,Vehicle_Count_HFCV_NONCAV,Overall_Fuel_Used(gallon)_After1hour,Overall_Electricity_Used(kWh)_After1hour,Overall_Fuel_Cost($)_After1hour,Overall_Electricity_Cost($)_After1hour,Total_Number_of_Vehicles_After1hour,Travel_Time_ICE_Avg(s)_After1hour,Travel_Time_ICE_NONCAV_Avg(s)_After1hour,Travel_Time_BEV_Avg(s)_After1hour,Travel_Time_BEV_NONCAV_Avg(s)_After1hour,Travel_Time_PHEV_Avg(s)_After1hour,Travel_Time_PHEV_NONCAV_Avg(s)_After1hour,Travel_Time_HFCV_Avg(s)_After1hour,Travel_Time_HFCV_NONCAV_Avg(s)_After1hour,Fuel_Used_ICE_Avg(gallon)_After1hour,Fuel_Used_ICE_NONCAV_Avg(gallon)_After1hour,Fuel_Used_BEV_Avg(gallon)_After1hour,Fuel_Used_BEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_PHEV_Avg(gallon)_After1hour,Fuel_Used_PHEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_HFCV_Avg(gallon)_After1hour,Fuel_Used_HFCV_NONCAV_Avg(gallon)_After1hour,Electricity_Used_ICE_Avg(kWh)_After1hour,Electricity_Used_ICE_NONCAV_Avg(kWh)_After1hour,Electricity_Used_BEV_Avg(kWh)_After1hour,Electricity_Used_BEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_PHEV_Avg(kWh)_After1hour,Electricity_Used_PHEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_HFCV_Avg(kWh)_After1hour,Electricity_Used_HFCV_NONCAV_Avg(kWh)_After1hour,Vehicle_Count_ICE_After1hour,Vehicle_Count_ICE_NONCAV_After1hour,Vehicle_Count_BEV_After1hour,Vehicle_Count_BEV_NONCAV_After1hour,Vehicle_Count_PHEV_After1hour,Vehicle_Count_PHEV_NONCAV_After1hour,Vehicle_Count_HFCV_After1hour,Vehicle_Count_HFCV_NONCAV_After1hour,number_of_vehicles_left_in_the_network
market fleet & binomial route choice&left turn yields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02E+13,100,2,50,1,1025.65,9075.9,3271.07,31765.7,817.767,34833,1024.92,1030.43,958.911,980.039,1025.86,971.109,1048.38,1080.55,0.281992,0.273688,0,0,7.30E-06,5.89E-06,0,0,0,0,1.45003,1.37719,1.60611,1.55471,1.62692,1.63867,16397,16267,551,514,383,359,192,170,2435.8,626.726,8525.3,156.682,10038,955.978,1168.39,930.887,1276.6,814.25,1242.79,1055.31,1241.76,0.239237,0.272346,0,0,4.76E-06,2.85E-06,0,0,0,0,1.11767,1.22667,1.05433,1.31793,1.31922,1.3074,4705,4718,141,141,124,99,61,49,
2.02E+13,100,5,0,1,808.041,7549.63,3002.04,26423.7,750.509,34484,0,808.469,0,813.684,0,785.627,0,797.882,0,0.233344,0,0,0,8.13E-06,0,0,0,0,0,1.32206,0,1.55301,0,1.37777,0,32354,0,1049,0,718,0,363,309482,4.31E+06,1.08E+06,1.08E+06,8171,0,832.413,0,959.439,0,783.11,0,777.477,0,0.2043,0,0,0,9.02E-06,0,0,0,0,0,0.957926,0,1.09284,0,0.977728,0,7673,0,237,0,173,0,88,
2.02E+13,100,5,5,1,847.977,7794.3,2943.89,27280.1,735.974,34457,820.358,852.257,749.633,791.128,773.2,816.531,520.364,858.674,0.247464,0.240375,0,0,3.25E-06,6.69E-06,0,0,0,0,1.48931,1.32876,1.6183,1.54969,1.27272,1.38543,1681,30695,49,1008,30,652,11,331,1802.89,420.778,6310.13,105.194,8420,729.602,911.991,725.091,838.227,640.6,736.286,135,926.301,0.204364,0.224847,0,0,0,3.45E-06,0,0,0,0,1.18107,1.09461,1.29371,1.13549,0.298214,1.12336,420,7524,11,229,5,147,1,83,
2.02E+13,100,5,10,1,801.725,7576.01,3139.38,26516,784.844,34504,785.36,803.685,732.145,807.254,699.444,821.063,680.639,796.292,0.240996,0.233515,0,0,5.45E-06,7.30E-06,0,0,0,0,1.47176,1.3577,1.41739,1.58847,1.60408,1.43286,3258,29081,117,974,72,648,36,318,309482,4.31E+06,1.08E+06,1.08E+06,8111,749.448,812.858,637.037,784.477,889.385,890.781,708.875,785.013,0.214427,0.206446,0,0,1.50E-05,9.57E-06,0,0,0,0,1.09223,0.983266,1.52966,1.236,1.41865,1.07516,748,6864,27,220,13,155,8,76,
2.02E+13,100,5,15,1,830.358,7716,3021.71,27006,755.428,34580,810.83,835.864,831.086,809.938,714.245,811.082,797.857,788.208,0.240203,0.237702,0,0,3.59E-06,8.39E-06,0,0,0,0,1.41267,1.28444,1.47304,1.55106,1.4739,1.34902,4828,27582,186,913,110,598,56,307,1688.88,422.101,5911.07,105.525,8595,730.345,839.753,787.553,829.427,756.815,908.972,754.167,826.968,0.193377,0.207614,0,0,0,9.63E-06,0,0,0,0,1.00536,0.941929,1.34489,1.23101,1.11326,0.995013,1192,6903,38,213,27,141,18,63,
2.02E+13,100,5,20,1,802.127,7628.14,3074.27,26698.5,768.567,34696,795.092,804.34,817.185,813.872,744.085,803.138,786.838,750.01,0.239618,0.232853,0,0,7.08E-06,7.65E-06,0,0,0,0,1.35283,1.35777,1.59592,1.58871,1.49978,1.3991,6589,25979,232,823,142,564,68,299,309495,4.31E+06,1.08E+06,1.08E+06,8078,732.89,882.303,740.891,843.342,676.273,809.032,878.882,670.222,0.193709,0.212394,0,0,2.82E-06,3.96E-06,0,0,0,0,1.03627,1.04183,1.38845,1.0883,1.07718,1.02874,1540,6038,64,199,33,124,17,63,
2.02E+13,100,5,25,1,830.034,7789.44,3072.62,27263.1,768.154,34437,806.637,838.444,809.332,837.455,846.984,783.107,945.535,807.923,0.243352,0.240169,0,0,9.92E-06,7.22E-06,0,0,0,0,1.4507,1.34947,1.64664,1.55409,1.57879,1.40492,8012,24315,274,769,192,516,86,273,1662.77,410.896,5819.69,102.724,8399,797.304,847.089,745.133,790.539,802.5,867.374,751.214,952.769,0.206818,0.207346,0,0,2.22E-06,5.42E-06,0,0,0,0,1.00813,0.977767,1.27203,1.12535,0.789681,1.12323,1884,6018,60,193,44,107,28,65,
2.02E+13,100,5,30,1,891.044,8213.53,3162.05,28747.3,790.512,34673,913.766,879.455,908.802,911.074,995.169,835.391,929.913,987.218,0.262502,0.247782,0,0,1.31E-05,6.13E-06,0,0,0,0,1.49616,1.39408,1.77097,1.56795,1.49625,1.51065,9733,22837,313,780,213,465,103,229,1779.02,597.034,6226.58,149.259,8733,854.102,901.784,838.193,875.232,948.283,843.383,966.87,888.308,0.215928,0.217984,0,0,3.25E-06,3.39E-06,0,0,0,0,1.11476,0.975058,1.31665,1.19304,1.1351,0.988718,2413,5771,83,203,60,115,23,65,
2.02E+13,100,5,35,1,895.441,8260.02,3262.5,28910.1,815.624,34691,899.126,892.953,886.89,923.097,890.217,886.453,948.985,865.307,0.261244,0.250193,0,0,9.98E-06,7.36E-06,0,0,0,0,1.5222,1.38637,1.69111,1.54918,1.51707,1.44403,11377,21135,381,698,277,459,133,231,1889.51,528.462,6613.27,132.116,8852,808.066,955.113,844.07,923.192,776.092,1007.24,790.114,936.196,0.215878,0.229954,0,0,4.99E-06,2.58E-06,0,0,0,0,1.22827,1.03078,1.31797,1.13294,0.963121,1.02087,2911,5374,100,177,87,117,35,51,
2.02E+13,100,5,40,1,956.493,8683.4,3281.48,30391.9,820.371,34707,970.204,948.85,960.604,953.812,946.016,908.262,904.382,959.154,0.27625,0.260652,0,0,7.19E-06,7.80E-06,0,0,0,0,1.51993,1.36059,1.67283,1.64174,1.52266,1.39041,13136,19392,407,665,318,431,157,201,2176.18,521.79,7616.63,130.448,9549,883.179,1039.11,817.38,1080.05,829.926,1084.86,782.351,865.623,0.230484,0.245328,0,0,7.41E-06,5.03E-06,0,0,0,0,1.10687,1.10532,1.30719,1.22635,1.04152,0.822856,3644,5344,100,172,94,97,37,61,
2.02E+13,100,5,45,1,996.806,8892.35,3272.42,31123.2,818.106,34799,1008.84,986.322,1040.25,964.325,1032.88,938.612,1078.92,994.411,0.279775,0.266893,0,0,1.23E-05,1.03E-05,0,0,0,0,1.46347,1.33542,1.68368,1.51478,1.64995,1.51603,14793,17811,536,585,334,366,172,202,310107,4.31E+06,1.09E+06,1.08E+06,9795,936.009,1059.77,910.337,1155.61,884.951,1120.65,973.306,1113.02,0.228837,0.246513,0,0,3.76E-06,1.11E-05,0,0,0,0,1.02604,0.997609,1.17562,1.09517,1.15291,1.11563,4225,4961,172,136,103,91,49,58,
2.02E+13,100,5,50,1,991.167,8922.81,3281.62,31229.8,820.406,34840,1027.56,957.559,966.663,936.615,1048.18,910.574,958.363,1017.59,0.28402,0.262127,0,0,7.33E-06,5.86E-06,0,0,0,0,1.49028,1.37833,1.63495,1.53558,1.60591,1.55487,16403,16267,549,514,385,359,193,170,310286,4.31E+06,1.09E+06,1.08E+06,9755,992.242,1095.07,1019.04,1213.53,871.634,1196.31,776.274,1129.44,0.255414,0.26354,0,0,8.05E-06,1.02E-05,0,0,0,0,1.26188,1.31048,1.2375,1.32535,1.17306,1.18227,4720,4427,136,142,131,87,62,50,
2.02E+13,100,10,0,1,808.041,7549.63,3002.04,26423.7,750.509,34484,0,808.469,0,813.684,0,785.627,0,797.882,0,0.233344,0,0,0,8.13E-06,0,0,0,0,0,1.32206,0,1.55301,0,1.37777,0,32354,0,1049,0,718,0,363,1592.86,392.557,5575,98.1392,8171,0,832.413,0,959.439,0,783.11,0,777.477,0,0.2043,0,0,0,9.02E-06,0,0,0,0,0,0.957926,0,1.09284,0,0.977728,0,7673,0,237,0,173,0,88,
2.02E+13,100,10,5,1,871.838,7900.93,2968.17,27653.3,742.042,34447,822.259,876.321,815.531,862.525,764.767,826.44,554.727,854.408,0.24631,0.243991,0,0,1.59E-05,6.36E-06,0,0,0,0,1.5434,1.34211,1.64247,1.56338,1.28204,1.38066,1681,30685,49,1008,30,652,11,331,309795,4.31E+06,1.08E+06,1.08E+06,8474,738.278,991.761,886.364,994.329,495.833,866.993,703,966.025,0.20497,0.237287,0,0,0,3.94E-06,0,0,0,0,1.40879,1.13433,1.12485,1.29911,0.739112,1.21236,425,7560,11,243,6,148,1,80,
2.02E+13,100,10,10,1,817.955,7655.89,3133.99,26795.6,783.498,34504,800.874,821.272,720.034,811.251,665.625,813.108,684.417,806.145,0.24274,0.236064,0,0,4.06E-06,6.31E-06,0,0,0,0,1.42737,1.35974,1.35811,1.60323,1.59607,1.41027,3265,29074,117,974,72,648,36,318,1694.97,444.533,5932.4,111.133,8334,810.845,834.906,752.52,844.544,930.417,846.517,715.5,767.41,0.222858,0.211761,0,0,0,5.21E-06,0,0,0,0,1.10439,1.05026,1.3655,1.28829,1.37229,1.01628,761,7084,25,217,12,149,8,78,
2.02E+13,100,10,15,1,802.732,7521.13,2983.08,26323.9,745.77,34543,791.151,806.333,803.183,799.594,704.673,784.86,743.768,751.619,0.239387,0.231089,0,0,7.29E-06,5.50E-06,0,0,0,0,1.44026,1.2741,1.48316,1.49677,1.42569,1.34816,4830,27543,186,913,110,598,56,307,309490,4.31E+06,1.08E+06,1.08E+06,8077,695.544,850.936,726.85,903.015,744.556,939.298,704.882,716.2,0.196041,0.209267,0,0,0,1.47E-06,0,0,0,0,1.12667,0.989059,1.33059,1.14137,1.01098,0.949839,1181,6423,40,198,27,131,17,60,
2.02E+13,100,10,20,1,770.804,7481.67,3036.5,26185.8,759.125,34728,760.937,772.948,750.672,807.57,713.739,790.408,742.971,712.495,0.236158,0.227797,0,0,1.47E-05,8.75E-06,0,0,0,0,1.33645,1.33841,1.59193,1.57009,1.54041,1.3755,6581,26021,232,821,142,564,68,299,309366,4.31E+06,1.08E+06,1.08E+06,7602,626.505,877.775,681.2,850.035,555.938,861.44,715.812,698.193,0.177825,0.210554,0,0,1.21E-05,1.64E-06,0,0,0,0,0.963766,0.967123,1.28923,1.01439,1.09855,0.98085,1486,5642,55,198,32,116,16,57,
2.02E+13,100,10,25,1,808.178,7673.05,3094.47,26855.7,773.618,34407,812.448,805.595,836.736,822.862,849.272,795.136,942.302,796.996,0.245407,0.235041,0,0,1.22E-05,5.49E-06,0,0,0,0,1.49324,1.35423,1.67473,1.55446,1.54658,1.39602,7993,24300,273,769,191,522,86,273,309468,4.31E+06,1.08E+06,1.08E+06,8197,775.893,782.453,781,808.832,766.024,894.278,736.552,863.794,0.210751,0.198239,0,0,1.42E-05,3.84E-06,0,0,0,0,1.16137,1.03462,1.44529,1.17734,0.778748,1.07991,1949,5751,65,179,41,115,29,68,
2.02E+13,100,10,30,1,868.378,8087.06,3160.69,28304.7,790.172,34683,896.635,853.822,889.105,916.302,984.315,815.641,911.904,907.738,0.258534,0.243863,0,0,7.56E-06,5.18E-06,0,0,0,0,1.46073,1.4008,1.73042,1.57901,1.51496,1.51828,9729,22848,313,782,213,465,104,229,309593,4.31E+06,1.08E+06,1.08E+06,8693,796.022,826.52,750.5,860.292,905.458,798.57,854.44,802.172,0.204696,0.205919,0,0,8.40E-06,3.56E-06,0,0,0,0,1.08669,0.98544,1.34943,1.23755,1.03495,1.0371,2443,5712,80,209,59,107,25,58,
2.02E+13,100,10,35,1,966.252,8624.68,3269.59,30186.4,817.399,34720,968.845,964.965,969.396,965.708,972.318,973.719,1010.35,905.381,0.27134,0.261655,0,0,8.42E-06,6.10E-06,0,0,0,0,1.51463,1.39286,1.68941,1.55134,1.57845,1.43006,11376,21165,381,698,277,459,133,231,310122,4.31E+06,1.09E+06,1.08E+06,9621,957.482,1067.79,990.144,991.319,991.471,1235.96,906.757,1055.75,0.238344,0.248575,0,0,4.52E-06,3.10E-06,0,0,0,0,1.11834,1.01445,1.40331,1.12699,1.0431,0.990394,3091,5930,111,191,85,124,37,52,
2.02E+13,100,10,40,1,928.767,8514.98,3266.68,29802.4,816.669,34724,938.649,923.46,924.217,926.343,916.736,893.341,888.241,938.597,0.270841,0.255464,0,0,9.33E-06,8.78E-06,0,0,0,0,1.5155,1.34378,1.67681,1.60738,1.51984,1.41318,13148,19392,411,665,318,431,158,201,2033.12,509.26,7115.92,127.315,9534,848.414,898.71,747.505,908.246,805.966,829.655,844.278,988.184,0.22874,0.220744,0,0,8.85E-06,7.73E-06,0,0,0,0,1.12646,1.00615,1.30697,1.08493,1.14946,0.94279,3523,5445,101,179,88,113,36,49,
2.02E+13,100,10,45,1,974.08,8761.32,3281.99,30664.6,820.497,34804,999.262,954.576,1005.52,914.791,1045.72,883.858,1021.29,942.158,0.277607,0.261259,0,0,1.08E-05,9.59E-06,0,0,0,0,1.49063,1.33883,1.65878,1.5268,1.62223,1.52441,14798,17811,536,585,334,366,172,202,310007,4.31E+06,1.09E+06,1.08E+06,9573,932.236,981.644,901.181,1024.14,940.549,974.747,999.875,1001.52,0.231123,0.234402,0,0,3.68E-06,8.09E-06,0,0,0,0,1.11785,1.04007,1.24014,1.08754,1.2616,1.18433,4143,4846,160,139,102,87,40,56,
2.02E+13,100,10,50,1,984.739,8962.03,3309.32,31367.1,827.329,34843,1018.43,954.81,978.84,917.784,982.87,934.017,957.526,960.712,0.284349,0.264119,0,0,1.01E-05,7.59E-06,0,0,0,0,1.47457,1.39345,1.65116,1.56825,1.62584,1.61373,16408,16267,549,514,384,359,192,170,310196,4.31E+06,1.09E+06,1.08E+06,9739,956.617,1047.29,924.582,1076.12,819.569,1168.8,825.582,1019.77,0.244615,0.255966,0,0,9.77E-06,1.21E-05,0,0,0,0,1.15257,1.21673,1.21623,1.41181,1.23178,1.14039,4668,4465,146,138,123,97,55,47,
2.02E+13,160,5,20,0,1831.48,19509.3,4091.95,68282.6,1022.99,53756,1770.35,1844.12,1961.12,1861.2,1931.89,1823.25,1877.65,1830.74,0.380566,0.388405,0,0,6.66E-06,7.63E-06,0,0,0,0,1.06899,1.1542,1.28734,1.40998,0.931631,1.27263,10042,40390,338,1323,226,889,112,436,317226,4.31E+06,1.11E+06,1.08E+06,26262,1880.56,2007.12,2159.02,2024.9,2090.99,1986.87,2179.25,1980.72,0.366979,0.381203,0,0,5.60E-06,5.22E-06,0,0,0,0,0.785804,0.81771,0.898172,0.953802,0.495928,0.889279,4845,19755,180,667,111,436,52,216,
2.02E+13,160,5,0,0,1650.33,18971.4,4578.47,66399.9,1144.62,55749,0,1649.86,0,1649.36,0,1687.09,0,1622.52,0,0.362312,0,0,0,9.11E-06,0,0,0,0,0,1.23616,0,1.54407,0,1.31578,0,52362,0,1703,0,1128,0,556,316734,4.31E+06,1.11E+06,1.08E+06,27682,0,1648.73,0,1656.02,0,1720.54,0,1690.49,0,0.339542,0,0,0,6.95E-06,0,0,0,0,0,1.03998,0,1.2892,0,1.16481,0,25977,0,860,0,573,0,272,
2.02E+13,140,5,0,0,1637.15,17003.5,4286.98,59512.3,1071.74,49464,0,1635.6,0,1613.57,0,1757.86,0,1613.23,0,0.366273,0,0,0,1.00E-05,0,0,0,0,0,1.3251,0,1.56928,0,1.35169,0,46423,0,1521,0,997,0,523,7583.79,1413.23,26543.3,353.309,22256,0,1766.58,0,1753.25,0,1795,0,1755.69,0,0.361984,0,0,0,8.78E-06,0,0,0,0,0,1.05053,0,1.20467,0,1.07101,0,20881,0,655,0,474,0,246,
2.02E+13,140,5,20,0,1471.56,15636,4361.2,54726,1090.3,49145,1388.66,1488.85,1493.4,1531.52,1349.72,1522.94,1368.6,1572.04,0.329837,0.342111,0,0,4.35E-06,6.42E-06,0,0,0,0,1.15974,1.37974,1.29241,1.57569,1.09957,1.43335,9214,36821,296,1237,227,823,103,424,314485,4.31E+06,1.10E+06,1.08E+06,21656,1329.37,1544.1,1413.97,1568.99,1338.75,1538.91,1423.88,1628.69,0.302234,0.330062,0,0,3.17E-06,3.84E-06,0,0,0,0,0.920313,1.22909,0.930516,1.35121,0.79637,1.24776,3958,16274,146,554,93,381,50,200,
2.02E+13,140,5,0,0,1637.15,17003.5,4286.98,59512.3,1071.74,49464,0,1635.6,0,1613.57,0,1757.86,0,1613.23,0,0.366273,0,0,0,1.00E-05,0,0,0,0,0,1.3251,0,1.56928,0,1.35169,0,46423,0,1521,0,997,0,523,315473,4.31E+06,1.10E+06,1.08E+06,22256,0,1766.58,0,1753.25,0,1795,0,1755.69,0,0.361984,0,0,0,8.78E-06,0,0,0,0,0,1.05053,0,1.20467,0,1.07101,0,20881,0,655,0,474,0,246,
2.02E+13,140,5,5,0,1563.54,16235.7,4185.1,56825,1046.28,48871,1416.64,1570.16,1749.73,1588.68,1816.42,1572.82,1335,1547.78,0.334817,0.355088,0,0,1.76E-06,1.01E-05,0,0,0,0,1.23034,1.33278,1.14579,1.52795,1.06902,1.34407,2348,43509,66,1422,55,957,27,487,7015.37,1431.85,24553.8,357.964,21105,1536,1748.87,1896.97,1694.85,1659.13,1789.17,1360.78,1722.88,0.328216,0.353818,0,0,0,9.47E-06,0,0,0,0,0.835232,1.03103,0.810146,1.23317,0.587977,0.963452,971,18794,29,642,30,411,9,219,
2.02E+13,140,5,10,0,1585.79,16818.7,4494.65,58865.3,1123.66,49684,1460.65,1594.57,1655.36,1692.12,1539.17,1614.41,2033.55,1607.72,0.345763,0.362341,0,0,4.96E-06,6.99E-06,0,0,0,0,1.22988,1.41492,1.23974,1.65551,1.19041,1.4207,4620,42008,154,1350,100,937,51,464,7560.37,1645.07,26461.3,411.267,22645,1493.12,1699.75,1614.54,1738.43,1516.38,1676.58,1849.88,1654.61,0.331121,0.358086,0,0,1.76E-06,7.01E-06,0,0,0,0,0.858491,1.15794,1.10662,1.43474,0.840036,1.11852,2009,19185,78,631,55,433,33,221,
2.02E+13,140,5,15,0,1609.56,16557.4,4133.51,57950.9,1033.38,49135,1429.45,1635.99,1782.44,1679.51,1650.9,1622.09,2000.73,1695.73,0.336799,0.363362,0,0,6.15E-06,7.62E-06,0,0,0,0,1.17288,1.31377,1.15,1.5382,1.09787,1.29861,6946,39129,255,1280,147,872,73,433,315140,4.31E+06,1.10E+06,1.08E+06,21567,1437.5,1828.98,1932.53,1933.84,1766.86,1699.42,1816.45,1827.29,0.315569,0.365574,0,0,7.84E-06,5.34E-06,0,0,0,0,0.89332,1.03948,0.938838,1.13615,0.615851,0.935492,2950,17220,124,568,76,390,38,201,
2.02E+13,140,5,20,0,1471.56,15636,4361.2,54726,1090.3,49145,1388.66,1488.85,1493.4,1531.52,1349.72,1522.94,1368.6,1572.04,0.329837,0.342111,0,0,4.35E-06,6.42E-06,0,0,0,0,1.15974,1.37974,1.29241,1.57569,1.09957,1.43335,9214,36821,296,1237,227,823,103,424,6555,1687.03,22942.5,421.757,21656,1329.37,1544.1,1413.97,1568.99,1338.75,1538.91,1423.88,1628.69,0.302234,0.330062,0,0,3.17E-06,3.84E-06,0,0,0,0,0.920313,1.22909,0.930516,1.35121,0.79637,1.24776,3958,16274,146,554,93,381,50,200,
2.02E+13,140,5,25,0,1474.2,15762.4,4316.01,55168.2,1079,49225,1427.41,1488.21,1503.85,1503.31,1425.49,1526.42,1407.11,1450.44,0.336604,0.343082,0,0,6.32E-06,9.34E-06,0,0,0,0,1.24541,1.33091,1.41209,1.63399,1.17133,1.43584,11474,34686,381,1124,286,753,139,382,314573,4.31E+06,1.10E+06,1.08E+06,21183,1470.67,1603.17,1610.79,1661.49,1498.06,1672.38,1369.88,1541.36,0.323535,0.339747,0,0,4.32E-06,1.28E-05,0,0,0,0,0.979011,1.14648,1.28321,1.35151,0.802255,1.21634,4852,14988,172,483,136,325,59,168,
2.02E+13,140,5,30,0,1499.06,15850.7,4193.36,55477.5,1048.34,48803,1476.7,1507.74,1525.19,1557.69,1555.43,1453.62,1414.59,1464.55,0.34432,0.346899,0,0,4.36E-06,5.59E-06,0,0,0,0,1.27158,1.33047,1.34022,1.64267,1.20126,1.40084,13912,31884,457,1059,297,678,157,359,6904.92,1464.55,24167.2,366.139,21297,1526.27,1651.24,1722.99,1690.83,1759.29,1583.64,1581.53,1611.74,0.3292,0.350447,0,0,7.81E-06,6.31E-06,0,0,0,0,1.09354,1.15011,1.18045,1.46417,0.814168,1.2383,6038,13959,203,456,129,297,60,155,
2.02E+13,140,5,35,0,1548.72,16415.6,4132.09,57454.7,1033.02,49034,1472.09,1590.67,1575.64,1457.11,1511.94,1622.54,1490.42,1639.43,0.346477,0.362298,0,0,6.51E-06,1.02E-05,0,0,0,0,1.21187,1.32719,1.33455,1.60709,1.13386,1.4223,16128,29886,534,970,348,656,171,341,7250.53,1360.7,25376.9,340.175,21472,1546.08,1778.54,1680.82,1750.22,1699.49,1809.24,1895.51,1923.66,0.338517,0.368683,0,0,4.94E-06,1.13E-05,0,0,0,0,0.971528,1.11491,1.13749,1.27611,1.01122,1.16468,6962,13205,239,398,158,285,71,154,
2.02E+13,140,5,40,0,1652.55,16856.8,3935.09,58998.8,983.772,48896,1598.69,1680.93,1744.14,1663.48,1671.32,1688.12,2110.82,1740.74,0.362428,0.370913,0,0,7.48E-06,6.53E-06,0,0,0,0,1.21204,1.27463,1.2758,1.50453,1.08647,1.33569,18460,27409,593,923,410,585,211,305,310187,4.31E+06,1.09E+06,1.08E+06,21727,1692.54,1952.19,1884.65,1968.84,2007.46,2049.88,2445.75,1993.21,0.350298,0.387156,0,0,1.09E-06,7.72E-06,0,0,0,0,0.897269,0.989664,0.931023,1.21076,0.722789,1.02477,8157,12220,280,390,181,253,113,133,
2.02E+13,140,5,45,0,1533.16,16122.1,3871.66,56427.5,967.916,48598,1520.49,1539.65,1686.8,1572.37,1528.24,1464.16,1538.97,1546.01,0.355107,0.351314,0,0,8.50E-06,8.15E-06,0,0,0,0,1.1639,1.33735,1.29388,1.60978,1.03152,1.37081,20466,25204,639,797,464,525,215,288,7041.35,1302.34,24644.7,325.584,21462,1559.12,1703.76,1889.61,1746.03,1793.71,1662.14,2009.44,1676.88,0.336968,0.356722,0,0,6.69E-06,1.14E-05,0,0,0,0,0.890061,1.17089,1.00342,1.42161,0.71805,1.10648,8917,11245,291,359,205,224,93,128,
2.02E+13,140,5,50,0,1505.8,15949.6,4007.18,55823.6,1001.8,48631,1496.19,1505.12,1571.82,1640.15,1451.69,1547.53,1805.12,1569.94,0.350991,0.347516,0,0,6.25E-06,6.01E-06,0,0,0,0,1.1601,1.39966,1.36461,1.56903,1.22379,1.48286,22804,22864,737,792,502,459,243,230,6896,1438.29,24136,359.573,21221,1538.35,1647.83,1729.93,1720.94,1764.62,1727.18,1905.23,1696.74,0.339034,0.351678,0,0,4.96E-06,6.30E-06,0,0,0,0,0.945559,1.25924,1.15288,1.4039,0.925515,1.33442,9823,10067,341,368,199,204,112,107,
2.02E+13,140,5,0,1,1637.15,17003.5,4286.98,59512.3,1071.74,49464,0,1635.6,0,1613.57,0,1757.86,0,1613.23,0,0.366273,0,0,0,1.00E-05,0,0,0,0,0,1.3251,0,1.56928,0,1.35169,0,46423,0,1521,0,997,0,523,315476,4.31E+06,1.10E+06,1.08E+06,22256,0,1766.58,0,1753.25,0,1795,0,1755.69,0,0.361984,0,0,0,8.78E-06,0,0,0,0,0,1.05053,0,1.20467,0,1.07101,0,20881,0,655,0,474,0,246,
2.02E+13,140,5,5,1,1446.47,15794.3,4555.22,55280.2,1138.8,49406,1346.62,1450.25,1434.97,1507.47,1520.46,1413.78,1263.29,1484.05,0.332429,0.341241,0,0,5.11E-06,9.63E-06,0,0,0,0,1.55215,1.42477,1.54779,1.61102,1.42253,1.42866,2400,43947,67,1446,56,964,28,498,314581,4.31E+06,1.10E+06,1.08E+06,21338,1386.24,1526,1483.73,1518.3,1505.11,1473.3,1227.22,1466.99,0.3191,0.334721,0,0,1.02E-05,9.46E-06,0,0,0,0,1.48659,1.2434,1.50626,1.46708,0.869297,1.2167,1005,18952,26,662,28,420,9,236,
