Time,Demand_Percentage(%),Prediction_Horizon(min),CAV_Penetration(%),Eco_Routing_with_Travel_Time(0/1),Vehicle_Fleet,Overall_Travel_Time_Avg(s),Overall_Fuel_Used(gallon),Overall_Electricity_Used(kWh),Overall_Fuel_Cost($),Overall_Electricity_Cost($),Total_Number_of_Vehicles,Travel_Time_ICE_Avg(s),Travel_Time_ICE_NONCAV_Avg(s),Travel_Time_BEV_Avg(s),Travel_Time_BEV_NONCAV_Avg(s),Travel_Time_PHEV_Avg(s),Travel_Time_PHEV_NONCAV_Avg(s),Travel_Time_HFCV_Avg(s),Travel_Time_HFCV_NONCAV_Avg(s),Fuel_Used_ICE_Avg(gallon),Fuel_Used_ICE_NONCAV_Avg(gallon),Fuel_Used_BEV_Avg(gallon),Fuel_Used_BEV_NONCAV_Avg(gallon),Fuel_Used_PHEV_Avg(gallon),Fuel_Used_PHEV_NONCAV_Avg(gallon),Fuel_Used_HFCV_Avg(gallon),Fuel_Used_HFCV_NONCAV_Avg(gallon),Electricity_Used_ICE_Avg(kWh),Electricity_Used_ICE_NONCAV_Avg(kWh),Electricity_Used_BEV_Avg(kWh),Electricity_Used_BEV_NONCAV_Avg(kWh),Electricity_Used_PHEV_Avg(kWh),Electricity_Used_PHEV_NONCAV_Avg(kWh),Electricity_Used_HFCV_Avg(kWh),Electricity_Used_HFCV_NONCAV_Avg(kWh),Vehicle_Count_ICE,Vehicle_Count_ICE_NONCAV,Vehicle_Count_BEV,Vehicle_Count_BEV_NONCAV,Vehicle_Count_PHEV,Vehicle_Count_PHEV_NONCAV,Vehicle_Count_HFCV,Vehicle_Count_HFCV_NONCAV,Overall_Fuel_Used(gallon)_After1hour,Overall_Electricity_Used(kWh)_After1hour,Overall_Fuel_Cost($)_After1hour,Overall_Electricity_Cost($)_After1hour,Total_Number_of_Vehicles_After1hour,Travel_Time_ICE_Avg(s)_After1hour,Travel_Time_ICE_NONCAV_Avg(s)_After1hour,Travel_Time_BEV_Avg(s)_After1hour,Travel_Time_BEV_NONCAV_Avg(s)_After1hour,Travel_Time_PHEV_Avg(s)_After1hour,Travel_Time_PHEV_NONCAV_Avg(s)_After1hour,Travel_Time_HFCV_Avg(s)_After1hour,Travel_Time_HFCV_NONCAV_Avg(s)_After1hour,Fuel_Used_ICE_Avg(gallon)_After1hour,Fuel_Used_ICE_NONCAV_Avg(gallon)_After1hour,Fuel_Used_BEV_Avg(gallon)_After1hour,Fuel_Used_BEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_PHEV_Avg(gallon)_After1hour,Fuel_Used_PHEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_HFCV_Avg(gallon)_After1hour,Fuel_Used_HFCV_NONCAV_Avg(gallon)_After1hour,Electricity_Used_ICE_Avg(kWh)_After1hour,Electricity_Used_ICE_NONCAV_Avg(kWh)_After1hour,Electricity_Used_BEV_Avg(kWh)_After1hour,Electricity_Used_BEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_PHEV_Avg(kWh)_After1hour,Electricity_Used_PHEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_HFCV_Avg(kWh)_After1hour,Electricity_Used_HFCV_NONCAV_Avg(kWh)_After1hour,Vehicle_Count_ICE_After1hour,Vehicle_Count_ICE_NONCAV_After1hour,Vehicle_Count_BEV_After1hour,Vehicle_Count_BEV_NONCAV_After1hour,Vehicle_Count_PHEV_After1hour,Vehicle_Count_PHEV_NONCAV_After1hour,Vehicle_Count_HFCV_After1hour,Vehicle_Count_HFCV_NONCAV_After1hour,number_of_vehicles_left_in_the_network,MPG_ICE,MPG_ICE_NONCAV,MPG_BEV,MPG_BEV_NONCAV,MPG_PHEV,MPG_PHEV_NONCAV,MPG_HFCV,MPG_HFCV_NONCAV,MPGe_ICE,MPGe_ICE_NONCAV,MPGe_BEV,MPGe_BEV_NONCAV,MPGe_PHEV,MPGe_PHEV_NONCAV,MPGe_HFCV,MPGe_HFCV_NONCAV
20230812174745,150,15,40,1,2030,1579.24,14418.7,21561.4,50465.5,5390.36,53682,1541.07,1610.44,1514.28,1616.25,1509.7,1605.61,1427.57,1604.5,0.360508,0.361057,0,0,9.56681e-06,9.4765e-06,0,0,0,0,1.46907,1.41552,1.72241,1.65549,1.77456,1.82851,16084,23875,2580,3918,2674,3984,236,331,6828.45,8548.01,23899.6,2137,25414,1590.87,1794.24,1539.4,1831.96,1587.24,1769.47,1308,1753.39,0.347993,0.367963,0,0,9.20298e-06,8.93335e-06,0,0,0,0,1.22592,1.19328,1.49367,1.38283,1.42267,1.59364,7548,11419,1200,1849,1215,1919,109,155,7397,18.4565,18.2214,0,0,5623.89,5319.1,0,0,0,0,122.221,122.769,105.413,106.015,100.971,100.03
20230812175716,150,15,50,1,2030,1624.13,14481.5,21120.3,50685.4,5280.08,53064,1640.31,1604.36,1685.57,1653.42,1596.42,1576.07,1561.1,1759.96,0.373432,0.35919,0,0,9.04492e-06,9.482e-06,0,0,0,0,1.50752,1.37774,1.70115,1.62787,1.70045,1.69334,19850,19680,3213,3231,3369,3188,252,281,6788.75,8306.8,23760.6,2076.7,25109,1710.52,1800.13,1708.97,1792.91,1717.06,1816.31,1597.15,1661.35,0.360241,0.367312,0,0,5.26337e-06,8.51006e-06,0,0,0,0,1.21588,1.11755,1.43576,1.38162,1.46324,1.29312,9393,9270,1578,1589,1580,1444,112,143,7166,17.8447,18.0552,0,0,5201.43,5918.57,0,0,0,0,123.44,124.442,104.826,106.847,100.984,96.6735
20230812180639,150,15,60,1,2030,1608.23,14387.3,20773.3,50355.7,5193.33,52977,1602.18,1605.83,1629.14,1683.4,1590.32,1594.51,1654.02,1590.62,0.365144,0.359641,0,0,1.10414e-05,9.9292e-06,0,0,0,0,1.47939,1.42702,1.67554,1.60676,1.70387,1.60395,23755,15886,3824,2593,3902,2497,318,202,6740.78,8181.66,23592.7,2045.42,25525,1631.49,1767.47,1661.38,1754.23,1657.47,1781.92,1677.35,1949.63,0.345568,0.363674,0,0,7.75602e-06,6.59439e-06,0,0,0,0,1.17179,1.17382,1.38134,1.3435,1.3751,1.5101,11405,7698,1820,1317,1842,1199,153,91,7477,17.8104,17.9748,0,0,6232.49,5125.96,0,0,0,0,124.922,126.277,105.965,107.593,100.759,100.22
20230812181641,150,15,70,1,2030,1688.44,14947.3,21577.1,52315.4,5394.29,52913,1696.63,1663.83,1719.44,1671.39,1714.42,1661.32,1475.36,1617.26,0.381248,0.369026,0,0,1.26748e-05,1.02526e-05,0,0,0,0,1.53109,1.39979,1.77611,1.64349,1.73797,1.72325,27699,11888,4296,1997,4482,1982,390,179,7186.38,8909.66,25152.3,2227.42,26072,1753.45,1859.15,1719.38,1838.26,1762.75,1847.11,1637.64,1700.47,0.364476,0.378226,0,0,8.71553e-06,6.34717e-06,0,0,0,0,1.26926,1.16124,1.48234,1.41138,1.55054,1.516,13639,5857,2204,980,2169,965,171,87,8196,17.7169,18.0849,0,0,7021.08,5202.08,0,0,0,0,121.824,123.692,103.363,104.428,100.791,100.193
20230812182652,150,15,80,1,2030,1717.04,15066.2,20840.8,52731.6,5210.21,52960,1725.81,1662.36,1773.13,1665.56,1729.55,1636.19,1634.75,1763.36,0.382776,0.367559,0,0,1.15289e-05,1.0859e-05,0,0,0,0,1.4798,1.33932,1.69216,1.61936,1.6667,1.74246,31803,7870,5166,1262,5020,1301,434,104,7151.73,8311.7,25031.1,2077.93,26174,1795.01,1784.99,1810.25,1861.9,1776.36,1794.15,1757.15,1911.46,0.36604,0.362966,0,0,5.19126e-06,5.24255e-06,0,0,0,0,1.16308,1.12853,1.35226,1.33956,1.38302,1.56416,15648,3923,2572,630,2508,630,207,56,8640,17.0996,17.6097,0,0,6331.84,6077.64,0,0,0,0,123.751,126.717,102.732,107.057,98.8445,98.7565
20230812183656,150,15,90,1,2030,1664.64,14740.3,20491,51590.9,5122.74,53059,1665.51,1643.12,1683.75,1596,1673.7,1688.65,1508.47,1555.23,0.371473,0.362137,0,0,1.10966e-05,1.00628e-05,0,0,0,0,1.43428,1.38936,1.64166,1.60993,1.70666,1.71703,35780,4001,5622,615,5873,645,470,53,6977.88,8189.14,24422.6,2047.28,26502,1674.44,1806.37,1691.66,1724.53,1700.86,1821.33,1550.33,1621.96,0.348204,0.367493,0,0,7.40425e-06,5.76193e-06,0,0,0,0,1.13496,1.13148,1.33734,1.33874,1.45256,1.46756,17990,1942,2788,303,2924,307,220,28,7840,17.275,17.876,0,0,6028.65,4703.83,0,0,0,0,123.589,127.151,104.65,106.568,97.5073,100.25
20230812184713,150,15,100,1,2030,1768.77,15358.7,20453.4,53755.4,5113.36,52308,1776.96,0,1732.12,0,1765.89,0,1629.68,0,0.391013,0,0,0,1.26985e-05,0,0,0,0,0,1.42881,0,1.69926,0,1.68456,0,39279,0,6205,0,6277,0,547,0,7317.77,8365.6,25612.2,2091.4,26363,1813.63,0,1802.49,0,1819.1,0,1766.33,0,0.36934,0,0,0,9.5666e-06,0,0,0,0,0,1.1824,0,1.35997,0,1.39296,0,19813,0,3102,0,3187,0,261,0,8909,17.0799,0,0,0,6632.17,0,0,0,0,0,110.693,0,103.183,0,97.0787,0
20230812185616,150,20,0,1,2030,1631.39,14161.5,19858,49565.2,4964.5,51982,0,1633.73,0,1627.88,0,1616.62,0,1675.66,0,0.363375,0,0,0,8.80945e-06,0,0,0,0,0,1.41065,0,1.62516,0,1.71255,0,38972,0,6205,0,6282,0,523,6554.96,7717.49,22942.4,1929.37,24353,0,1753.75,0,1719.22,0,1691.89,0,1742.22,0,0.35951,0,0,0,5.46523e-06,0,0,0,0,0,1.15816,0,1.34252,0,1.49824,0,18233,0,2918,0,2950,0,252,7562,0,17.8101,0,0,0,5309.37,0,0,0,0,0,126.403,0,107.778,0,100.791
20230812190531,150,20,10,1,2030,1578.8,13104.3,18923.2,45864.9,4730.81,49462,1410.95,1602.67,1427.81,1561.72,1415.33,1592.82,1370,1689.33,0.332912,0.356602,0,0,1.09183e-05,6.95641e-06,0,0,0,0,1.4493,1.39509,1.61697,1.61921,1.51731,1.74038,3772,33226,593,5377,574,5435,46,439,5397.67,6888.06,18891.9,1722.02,21333,1433.35,1681.37,1478.49,1652.92,1369.06,1659.08,1564.43,1764.5,0.312179,0.341178,0,0,5.04849e-06,5.02132e-06,0,0,0,0,1.28895,1.2006,1.31977,1.33551,1.31347,1.49043,1569,14385,248,2310,219,2386,14,202,6309,19.2756,18.2843,0,0,6833.22,4443.57,0,0,0,0,122.088,122.716,106.612,104.753,99.8501,99.3815
20230812191414,150,20,20,1,2030,1485.35,13732.7,20828.3,48064.6,5207.07,53643,1415.6,1497.57,1399.2,1548.95,1448.06,1490.03,1286.75,1465.26,0.33482,0.344003,0,0,1.05849e-05,7.65525e-06,0,0,0,0,1.44641,1.41497,1.70264,1.63388,1.65604,1.72811,8081,32055,1209,5224,1316,5251,119,388,6185.05,8292.92,21647.7,2073.23,24846,1472.02,1575.18,1449.46,1643.72,1513.9,1561.05,1240.9,1577.53,0.324175,0.336046,0,0,8.60752e-06,6.44882e-06,0,0,0,0,1.20842,1.2034,1.48829,1.39258,1.33856,1.5223,3643,14891,549,2493,590,2461,50,169,6618,18.7651,18.4448,0,0,6337.05,4664.99,0,0,0,0,124.579,125.552,106.776,106.874,100.534,101.483
20230812192259,150,20,30,1,2030,1501.78,13607.3,20538.3,47625.6,5134.59,52728,1431.15,1538.49,1461.71,1523.6,1431.11,1489.47,1384.86,1510.3,0.338501,0.347699,0,0,7.6343e-06,8.00351e-06,0,0,0,0,1.49123,1.40694,1.69332,1.63276,1.71171,1.61004,11747,27699,1905,4427,1939,4493,154,364,6097.29,8266.69,21340.5,2066.67,24530,1412.57,1618.53,1470.46,1607.33,1374.37,1561.59,1221.38,1632.33,0.314234,0.340117,0,0,5.6509e-06,5.13672e-06,0,0,0,0,1.30092,1.2095,1.44707,1.41377,1.36607,1.44686,5309,13022,874,2107,891,2090,71,166,7247,18.8545,18.3848,0,0,4847.57,4711.24,0,0,0,0,125.4,124.458,109.543,105.088,101.626,100.228
20230812193215,150,20,40,1,2030,1591.17,14355.1,21301.1,50242.7,5325.27,53101,1553.52,1615.9,1544.07,1628.53,1502.51,1647.04,1584.58,1605.8,0.362206,0.362391,0,0,1.13248e-05,9.40689e-06,0,0,0,0,1.49429,1.42711,1.73441,1.64851,1.83695,1.79854,15897,23723,2530,3844,2643,3912,233,319,6787.18,8350.06,23755.1,2087.51,24954,1620.46,1781.47,1632.69,1849.29,1621.34,1820.95,1545.95,1842.25,0.353355,0.367434,0,0,9.08573e-06,6.81055e-06,0,0,0,0,1.27986,1.2128,1.52845,1.37426,1.53832,1.5751,7339,11414,1145,1788,1159,1858,110,141,6593,18.3471,18.1914,0,0,7077.64,4583.03,0,0,0,0,121.286,122.661,104.263,104.83,99.9387,99.5526
20230812194132,150,20,50,1,2030,1562.46,14206.8,21266.1,49724,5316.53,53149,1571.37,1565.13,1612.96,1537.76,1544.24,1489.05,1512.92,1547.39,0.363543,0.354261,0,0,9.17926e-06,9.16868e-06,0,0,0,0,1.52222,1.37217,1.73283,1.61505,1.71905,1.67937,19907,19674,3218,3253,3373,3186,254,284,6617.65,8315.85,23161.8,2078.96,24807,1650.04,1758.33,1663.9,1656.43,1646.01,1696.18,1545.99,1436.77,0.353739,0.362829,0,0,6.12565e-06,7.07521e-06,0,0,0,0,1.29555,1.11265,1.49312,1.33723,1.46572,1.3327,9301,9171,1540,1558,1568,1417,115,137,6167,18.161,18.2459,0,0,5912.07,5313.73,0,0,0,0,123.218,124.636,105.322,105.346,100.42,99.3146
20230812195120,150,20,60,1,2030,1629.94,14461.9,20428.7,50616.8,5107.18,53142,1642.45,1603.23,1666.74,1692.89,1628.8,1562.24,1672.91,1563.74,0.3683,0.356159,0,0,1.05066e-05,9.01501e-06,0,0,0,0,1.46474,1.37625,1.65171,1.57051,1.69754,1.6207,23824,15969,3834,2568,3913,2513,319,202,6841.05,8091.97,23943.7,2022.99,25911,1674.73,1790.11,1701.03,1789.4,1689.03,1797.11,1727.56,1776.46,0.347245,0.361513,0,0,6.37468e-06,5.74866e-06,0,0,0,0,1.15587,1.07439,1.35951,1.30503,1.52255,1.46799,11698,7687,1870,1297,1909,1199,156,95,8434,17.4918,17.8713,0,0,5710.94,4924.4,0,0,0,0,124.876,125.825,107.036,107.658,99.8622,100.901
20230812200128,150,20,70,1,2030,1704.42,14798.3,20847.4,51794.2,5211.84,52574,1694.8,1710.15,1720.27,1702.5,1760.64,1674.94,1585.47,1638.37,0.377096,0.374083,0,0,1.19964e-05,1.21696e-05,0,0,0,0,1.47741,1.38414,1.72949,1.5907,1.73608,1.65135,27531,11806,4260,1988,4445,1975,390,179,7036.95,8266.44,24629.3,2066.61,26071,1722.64,1883.53,1736.34,1909.37,1802.86,1857.5,1717.98,1743.58,0.353169,0.375752,0,0,7.64584e-06,8.23244e-06,0,0,0,0,1.17355,1.15345,1.39531,1.25688,1.48367,1.31746,13601,5944,2148,985,2161,965,178,89,8271,17.4507,17.6821,0,0,6515.28,6450.4,0,0,0,0,124.003,125.667,104.597,105.196,99.5681,97.0683
20230812201143,150,20,80,1,2030,1742.63,15055.1,20459.4,52692.9,5114.84,52429,1754.56,1702.51,1792.93,1608.86,1751.83,1606.19,1694.69,1720.9,0.386378,0.370964,0,0,1.1269e-05,9.13297e-06,0,0,0,0,1.4774,1.31483,1.6755,1.58054,1.68303,1.73003,31469,7807,5124,1247,4960,1290,429,103,7136.7,7854.16,24978.4,1963.54,25465,1856.48,1868.17,1873.63,1806.81,1868.96,1769.47,1922.04,1849,0.374138,0.370137,0,0,6.72893e-06,3.53379e-06,0,0,0,0,1.15729,1.0505,1.3383,1.26513,1.42426,1.50886,15280,3836,2508,595,2391,601,199,55,8988,17.3184,17.6136,0,0,6079.34,5387.12,0,0,0,0,123.027,125.188,104.813,106.117,98.3794,98.1205
20230812202157,150,20,90,1,2030,1730.85,15109.2,20474,52882.3,5118.51,53091,1738.25,1666.26,1746.75,1640.19,1737.08,1720.14,1585.24,1660.27,0.381356,0.364934,0,0,1.20698e-05,1.06087e-05,0,0,0,0,1.42996,1.3961,1.63437,1.63173,1.70863,1.6939,35809,3982,5642,613,5883,641,469,52,7273.74,8126.45,25458.1,2031.61,26558,1780.95,1894.59,1803.86,1862.51,1809.36,1869.62,1601.37,1558.81,0.362533,0.379988,0,0,9.09322e-06,9.67407e-06,0,0,0,0,1.12334,1.1527,1.32727,1.31833,1.38604,1.27251,18070,1902,2807,297,2921,304,230,27,9138,17.0142,17.874,0,0,6308.28,5851.23,0,0,0,0,123.617,120.955,104.498,106.24,96.4115,99.1167
20230812203214,150,20,100,1,2030,1717.91,15163.6,20362,53072.6,5090.49,52976,1726.92,0,1692.83,0,1699.56,0,1566.63,0,0.381271,0,0,0,1.10764e-05,0,0,0,0,0,1.40401,0,1.6672,0,1.6756,0,39771,0,6300,0,6352,0,553,0,7159.98,8385.41,25059.9,2096.35,26772,1741.48,0,1719.91,0,1707.18,0,1685.3,0,0.356625,0,0,0,6.00251e-06,0,0,0,0,0,1.15205,0,1.33725,0,1.42911,0,20077,0,3194,0,3239,0,262,0,8854,17.3469,0,0,0,5779.82,0,0,0,0,0,113.778,0,105.917,0,100.424,0
20230812211842,150,0,0,0,2040,1586.19,6908.05,48575.1,24178.2,12143.8,53041,0,1574.75,0,1593.3,0,1592.83,0,1575.93,0,0.352466,0,0,0,7.70806e-06,0,0,0,0,0,1.38663,0,1.61423,0,1.6119,0,19599,0,23756,0,9163,0,523,3032.06,18719.4,10612.2,4679.85,25188,0,1575.92,0,1590.53,0,1553.25,0,1456.95,0,0.327328,0,0,0,3.39628e-06,0,0,0,0,0,1.12086,0,1.30737,0,1.29957,0,9263,0,11251,0,4416,0,258,8506,0,18.5224,0,0,0,4458.18,0,0,0,0,0,126.064,0,108.435,0,102.744
20230812212825,150,0,10,0,2040,1512.72,6347.7,45178.2,22217,11294.6,49550,1310.31,1536.43,1418.77,1512.44,1441.02,1544.19,1499.26,1553.78,0.317514,0.347439,0,0,6.15543e-06,7.35522e-06,0,0,0,0,1.30945,1.39453,1.5091,1.62001,1.37382,1.74993,1837,16591,2254,19926,854,7595,43,450,2574.15,16776.6,9009.51,4194.15,21578,1312.68,1535.73,1399.46,1530.42,1425.29,1544.09,1374,1498.8,0.299255,0.324201,0,0,2.63378e-06,5.24981e-06,0,0,0,0,1.12502,1.18386,1.33692,1.36539,1.1584,1.57525,742,7255,958,8630,366,3400,17,210,4959,19.2197,18.4996,0,0,3620.34,4567.65,0,0,0,0,125.477,124.1,106.493,105.762,98.3633,101.59
20230812213922,150,0,20,0,2040,1637.93,6997.51,48808.1,24491.3,12202,52420,1560.63,1629.76,1602.73,1648.35,1653.31,1689.04,1642.37,1640.06,0.358448,0.361603,0,0,7.1387e-06,8.23849e-06,0,0,0,0,1.36876,1.41954,1.56666,1.66647,1.36022,1.73645,3879,15506,4721,18844,1762,7202,119,387,3196.67,20311.7,11188.4,5077.93,25471,1517.95,1684.15,1590.98,1707.51,1648.14,1739.31,1768.93,1737.61,0.330399,0.347814,0,0,4.86876e-06,7.17204e-06,0,0,0,0,1.15591,1.20408,1.34298,1.41682,1.05729,1.50033,1904,7382,2309,9146,897,3592,57,184,8717,18.1032,17.7297,0,0,3667.47,4972.59,0,0,0,0,124.478,124.589,107.092,106.053,96.3531,100.911
20230812215039,150,0,30,0,2040,1612.64,7111.95,48199.1,24891.8,12049.8,52546,1547.47,1657.43,1573.79,1619.54,1595.05,1613.57,1639.39,1524.75,0.356894,0.368119,0,0,7.07451e-06,8.22253e-06,0,0,0,0,1.32481,1.42618,1.55313,1.63886,1.49806,1.68117,5854,13644,7036,16513,2728,6249,156,366,3256.04,19213.8,11396.1,4803.45,25254,1503.77,1695.94,1600.12,1684.62,1622.64,1673.43,1620.71,1599.57,0.326,0.351755,0,0,5.61499e-06,6.91451e-06,0,0,0,0,1.06827,1.2041,1.275,1.37109,1.15923,1.54843,2766,6693,3298,7962,1322,2968,79,166,6287,17.8759,17.4571,0,0,4126.58,4936.93,0,0,0,0,123.836,125.263,105.437,105.697,98.5405,102.53
20230812220123,150,0,40,0,2040,1518.39,6679.73,48128.6,23379,12032.1,52035,1436.41,1525.61,1524.91,1540.4,1558.41,1516.82,1646.43,1589.69,0.342464,0.349243,0,0,8.52247e-06,8.93952e-06,0,0,0,0,1.34192,1.4444,1.56685,1.66985,1.45243,1.81342,7775,11502,9329,13936,3569,5374,229,321,2935.43,19011.8,10274,4752.96,24171,1453.38,1577.93,1509.39,1607,1507.34,1576.19,1577.35,1578.35,0.322043,0.336316,0,0,6.49775e-06,8.17881e-06,0,0,0,0,1.10722,1.24626,1.289,1.4252,1.2248,1.51254,3438,5436,4337,6493,1749,2460,114,144,5087,18.3915,18.0996,0,0,4427.49,5535.14,0,0,0,0,123.71,124.133,104.748,105.095,96.2647,99.4755
20230812221233,150,0,50,0,2040,1545.17,6829.57,48122.6,23903.5,12030.7,52451,1519.54,1529.49,1586.35,1545.55,1577.79,1497.22,1592.42,1437.08,0.353819,0.349526,0,0,6.83301e-06,8.31465e-06,0,0,0,0,1.35395,1.43701,1.58033,1.64789,1.32921,1.68949,9634,9787,11758,11768,4476,4500,247,281,3041.28,20062.9,10644.5,5015.72,25065,1483.46,1549.85,1582.67,1542.79,1545.56,1533.92,1662.27,1339.36,0.331476,0.333457,0,0,4.95064e-06,7.43636e-06,0,0,0,0,1.16367,1.24862,1.361,1.44576,1.05452,1.46203,4479,4668,5646,5767,2128,2127,110,140,5970,17.9989,18.0538,0,0,3720.07,4877.46,0,0,0,0,125.148,128.074,106.241,107.696,98.7493,102.121
20230812222325,150,0,60,0,2040,1616.33,6948.42,46646.9,24319.5,11661.7,51658,1611.11,1581.21,1679.18,1544.82,1666.15,1565.59,1716.83,1589.74,0.367888,0.357401,0,0,7.58319e-06,8.30569e-06,0,0,0,0,1.34047,1.4174,1.54933,1.64746,1.40453,1.7205,11428,7678,13906,9225,5387,3536,309,189,3064.66,18434.4,10726.3,4608.59,24803,1546.49,1615.27,1632.5,1593.93,1634.78,1566.15,1798.35,1781.16,0.333075,0.339515,0,0,5.95101e-06,6.82539e-06,0,0,0,0,1.08676,1.18819,1.25841,1.36126,1.15623,1.50751,5456,3674,6844,4246,2628,1727,143,85,5960,17.4674,17.659,0,0,3779.84,5361.52,0,0,0,0,123.929,124.816,105.288,106.826,95.7853,99.1119
20230812223641,150,0,70,0,2040,1522.91,6844.83,48719.5,23956.9,12179.9,52685,1510.37,1448.07,1589.74,1448.1,1546.3,1468.54,1658,1453.41,0.356636,0.341812,0,0,7.73578e-06,9.95337e-06,0,0,0,0,1.36584,1.48801,1.57241,1.73426,1.46721,1.76793,13602,5833,16438,7128,6398,2722,388,176,3040.85,20419,10643,5104.74,25753,1410.46,1409.99,1505.69,1414.76,1436.91,1446.44,1683.48,1245.33,0.323997,0.319578,0,0,5.97582e-06,7.60856e-06,0,0,0,0,1.15034,1.33777,1.2936,1.52437,1.27189,1.35416,6590,2834,8105,3431,3202,1317,184,90,5706,18.1171,18.4056,0,0,4120.76,6550.53,0,0,0,0,121.718,123.346,103.287,105.48,99.5046,102.165
20230812224831,150,0,80,0,2040,1589.85,6683.25,45723.4,23391.4,11430.8,51394,1516.34,1498.31,1675.48,1487.41,1654.89,1500.15,1822.77,1414.01,0.351752,0.344666,0,0,7.51453e-06,8.5607e-06,0,0,0,0,1.33751,1.46402,1.51402,1.67394,1.41392,1.75085,15239,3838,18329,4664,7055,1759,412,98,2858.83,19195.1,10005.9,4798.77,25864,1351.9,1412.71,1544.17,1411.04,1520.37,1446.07,1736.17,1325.86,0.302175,0.309149,0,0,5.64577e-06,5.75744e-06,0,0,0,0,1.08994,1.27603,1.22283,1.45751,1.16141,1.50181,7521,1896,9368,2296,3647,875,212,49,6137,17.5435,17.8947,0,0,4125.42,5632.21,0,0,0,0,124.08,124.826,104.863,105.878,95.2724,100.66
20230812225947,150,0,90,0,2040,1578.52,6697.85,44744.9,23442.5,11186.2,50189,1547.53,1440.12,1617.72,1496.16,1603.9,1490.53,1720.02,1707.88,0.359869,0.335628,0,0,7.57316e-06,9.631e-06,0,0,0,0,1.34661,1.49936,1.55322,1.73387,1.47102,1.8738,16905,1830,19987,2321,7747,912,438,49,2836.14,18950.4,9926.47,4737.6,24837,1365.25,1319.02,1493.3,1400.18,1437.14,1398.63,1543.66,1520.65,0.309181,0.297116,0,0,4.1073e-06,7.18146e-06,0,0,0,0,1.14922,1.35844,1.2843,1.61293,1.20046,1.62551,8360,846,9938,1114,3902,442,212,23,5509,17.7901,18.4039,0,0,3839.55,6919.88,0,0,0,0,122.613,122.782,104.573,104.743,95.2635,99.6066
20230812231126,150,0,100,0,2040,1656.88,6841.41,43220.7,23944.9,10805.2,49630,1602.26,0,1681.41,0,1702.99,0,1797.05,0,0.370503,0,0,0,9.11573e-06,0,0,0,0,0,1.32401,0,1.54797,0,1.4263,0,18465,0,22139,0,8504,0,522,0,2923.21,17564.5,10231.2,4391.12,24875,1431.71,0,1511.89,0,1612.91,0,1690.72,0,0.320736,0,0,0,6.36675e-06,0,0,0,0,0,1.05587,0,1.26676,0,1.1895,0,9114,0,11287,0,4207,0,267,0,4934,17.3963,0,0,0,4665.26,0,0,0,0,0,122.445,0,104.567,0,95.0076,0
20230812232232,150,5,0,0,2040,1586.19,6908.05,48575.1,24178.2,12143.8,53041,0,1574.75,0,1593.3,0,1592.83,0,1575.93,0,0.352466,0,0,0,7.70806e-06,0,0,0,0,0,1.38663,0,1.61423,0,1.6119,0,19599,0,23756,0,9163,0,523,3032.06,18719.4,10612.2,4679.85,25188,0,1575.92,0,1590.53,0,1553.25,0,1456.95,0,0.327328,0,0,0,3.39628e-06,0,0,0,0,0,1.12086,0,1.30737,0,1.29957,0,9263,0,11251,0,4416,0,258,8506,0,18.5224,0,0,0,4458.18,0,0,0,0,0,126.064,0,108.435,0,102.744
20230812233214,150,5,10,0,2040,1552.23,6819.5,47646.3,23868.3,11911.6,52192,1430.94,1570.62,1456.99,1552.95,1533.16,1569.58,1456.68,1564.23,0.32981,0.353986,0,0,6.21793e-06,8.43162e-06,0,0,0,0,1.28676,1.39445,1.48871,1.63438,1.27317,1.74278,1923,17473,2378,20971,898,8030,47,472,2978.28,19084.4,10424,4771.09,24753,1377.83,1546.66,1391.1,1528.99,1505.31,1539.32,1125.68,1506.88,0.302107,0.328147,0,0,4.55657e-06,6.90292e-06,0,0,0,0,1.06946,1.16821,1.26982,1.38164,0.963289,1.55417,895,8252,1115,9897,429,3911,22,232,6974,18.416,18.359,0,0,3813.85,4821.77,0,0,0,0,124.853,125.198,105.289,106.662,96.3978,103.043
20230812234404,150,5,20,0,2040,1690.83,7185.42,47996.7,25149,11999.2,52531,1636.39,1680.48,1699.99,1689.74,1753.14,1725.97,1733.2,1651.74,0.365154,0.368321,0,0,9.00972e-06,8.39154e-06,0,0,0,0,1.34666,1.39388,1.5538,1.64842,1.40468,1.71702,3912,15630,4732,18803,1763,7182,119,390,3324.56,19158.3,11636,4789.58,25441,1665.46,1758.08,1776.88,1798,1775.79,1819.96,1948.69,1813.23,0.345285,0.354796,0,0,1.0388e-05,5.95073e-06,0,0,0,0,1.12725,1.13763,1.31749,1.34891,1.07178,1.42008,1893,7528,2303,9037,923,3521,55,181,8659,17.3807,17.375,0,0,4876.98,5623.27,0,0,0,0,125.754,127.05,107.441,108.501,96.108,100.926
