Time,Demand_Percentage(%),Prediction_Horizon(min),CAV_Penetration(%),Eco_Routing_with_Travel_Time(0/1),Vehicle_Fleet,Overall_Travel_Time_Avg(s),Overall_Fuel_Used(gallon),Overall_Electricity_Used(kWh),Overall_Fuel_Cost($),Overall_Electricity_Cost($),Total_Number_of_Vehicles,Travel_Time_ICE_Avg(s),Travel_Time_ICE_NONCAV_Avg(s),Travel_Time_BEV_Avg(s),Travel_Time_BEV_NONCAV_Avg(s),Travel_Time_PHEV_Avg(s),Travel_Time_PHEV_NONCAV_Avg(s),Travel_Time_HFCV_Avg(s),Travel_Time_HFCV_NONCAV_Avg(s),Fuel_Used_ICE_Avg(gallon),Fuel_Used_ICE_NONCAV_Avg(gallon),Fuel_Used_BEV_Avg(gallon),Fuel_Used_BEV_NONCAV_Avg(gallon),Fuel_Used_PHEV_Avg(gallon),Fuel_Used_PHEV_NONCAV_Avg(gallon),Fuel_Used_HFCV_Avg(gallon),Fuel_Used_HFCV_NONCAV_Avg(gallon),Electricity_Used_ICE_Avg(kWh),Electricity_Used_ICE_NONCAV_Avg(kWh),Electricity_Used_BEV_Avg(kWh),Electricity_Used_BEV_NONCAV_Avg(kWh),Electricity_Used_PHEV_Avg(kWh),Electricity_Used_PHEV_NONCAV_Avg(kWh),Electricity_Used_HFCV_Avg(kWh),Electricity_Used_HFCV_NONCAV_Avg(kWh),Vehicle_Count_ICE,Vehicle_Count_ICE_NONCAV,Vehicle_Count_BEV,Vehicle_Count_BEV_NONCAV,Vehicle_Count_PHEV,Vehicle_Count_PHEV_NONCAV,Vehicle_Count_HFCV,Vehicle_Count_HFCV_NONCAV,Overall_Fuel_Used(gallon)_After1hour,Overall_Electricity_Used(kWh)_After1hour,Overall_Fuel_Cost($)_After1hour,Overall_Electricity_Cost($)_After1hour,Total_Number_of_Vehicles_After1hour,Travel_Time_ICE_Avg(s)_After1hour,Travel_Time_ICE_NONCAV_Avg(s)_After1hour,Travel_Time_BEV_Avg(s)_After1hour,Travel_Time_BEV_NONCAV_Avg(s)_After1hour,Travel_Time_PHEV_Avg(s)_After1hour,Travel_Time_PHEV_NONCAV_Avg(s)_After1hour,Travel_Time_HFCV_Avg(s)_After1hour,Travel_Time_HFCV_NONCAV_Avg(s)_After1hour,Fuel_Used_ICE_Avg(gallon)_After1hour,Fuel_Used_ICE_NONCAV_Avg(gallon)_After1hour,Fuel_Used_BEV_Avg(gallon)_After1hour,Fuel_Used_BEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_PHEV_Avg(gallon)_After1hour,Fuel_Used_PHEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_HFCV_Avg(gallon)_After1hour,Fuel_Used_HFCV_NONCAV_Avg(gallon)_After1hour,Electricity_Used_ICE_Avg(kWh)_After1hour,Electricity_Used_ICE_NONCAV_Avg(kWh)_After1hour,Electricity_Used_BEV_Avg(kWh)_After1hour,Electricity_Used_BEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_PHEV_Avg(kWh)_After1hour,Electricity_Used_PHEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_HFCV_Avg(kWh)_After1hour,Electricity_Used_HFCV_NONCAV_Avg(kWh)_After1hour,Vehicle_Count_ICE_After1hour,Vehicle_Count_ICE_NONCAV_After1hour,Vehicle_Count_BEV_After1hour,Vehicle_Count_BEV_NONCAV_After1hour,Vehicle_Count_PHEV_After1hour,Vehicle_Count_PHEV_NONCAV_After1hour,Vehicle_Count_HFCV_After1hour,Vehicle_Count_HFCV_NONCAV_After1hour,number_of_vehicles_left_in_the_network,MPG_ICE,MPG_ICE_NONCAV,MPG_BEV,MPG_BEV_NONCAV,MPG_PHEV,MPG_PHEV_NONCAV,MPG_HFCV,MPG_HFCV_NONCAV,MPGe_ICE,MPGe_ICE_NONCAV,MPGe_BEV,MPGe_BEV_NONCAV,MPGe_PHEV,MPGe_PHEV_NONCAV,MPGe_HFCV,MPGe_HFCV_NONCAV
20230812024555,150,0,100,0,2030,1591.67,14391.2,18946.2,50369.1,4736.56,52460,1590.06,0,1581.62,0,1608.75,0,1623.11,0,0.365851,0,0,0,7.77439e-06,0,0,0,0,0,1.31763,0,1.5689,0,1.42021,0,39336,0,6219,0,6358,0,547,0,6498.01,8091.44,22743,2022.86,26791,1449.72,0,1481.03,0,1520.67,0,1587.31,0,0.323347,0,0,0,5.77456e-06,0,0,0,0,0,1.10369,0,1.31191,0,1.17499,0,20096,0,3143,0,3279,0,273,0,6464,17.0474,0,0,0,3699.76,0,0,0,0,0,112.599,0,103.574,0,96.8478,0
20230812025436,150,5,0,0,2030,1631.39,14161.5,19858,49565.2,4964.5,51982,0,1633.73,0,1627.88,0,1616.62,0,1675.66,0,0.363375,0,0,0,8.80945e-06,0,0,0,0,0,1.41065,0,1.62516,0,1.71255,0,38972,0,6205,0,6282,0,523,6554.96,7717.49,22942.4,1929.37,24353,0,1753.75,0,1719.22,0,1691.89,0,1742.22,0,0.35951,0,0,0,5.46523e-06,0,0,0,0,0,1.15816,0,1.34252,0,1.49824,0,18233,0,2918,0,2950,0,252,7562,0,17.8101,0,0,0,5309.37,0,0,0,0,0,126.403,0,107.778,0,100.791
20230812030306,150,5,10,0,2030,1580.6,13658.3,19016.5,47804,4754.13,51664,1394.79,1604.04,1499.91,1574.12,1486.84,1579.8,1577.39,1713.32,0.326032,0.355487,0,0,6.45377e-06,7.76122e-06,0,0,0,0,1.27934,1.35611,1.45876,1.58757,1.29837,1.76215,3932,34815,611,5577,589,5638,49,453,5860.86,7180.31,20513,1795.08,23961,1297.36,1603.09,1530.15,1611.08,1387.29,1593.72,1552.24,1624.41,0.287914,0.328705,0,0,2.04439e-06,6.38739e-06,0,0,0,0,1.11508,1.11859,1.14971,1.30567,0.966777,1.45482,1764,16285,272,2545,244,2600,21,230,7857,18.9243,18.0844,0,0,2483.88,4281.47,0,0,0,0,117.153,130.611,108.705,120.437,97.2633,104.471
20230812031127,150,5,20,0,2030,1451.74,13411,20476.6,46938.5,5119.15,53450,1396.45,1459.81,1416.76,1494.53,1467.43,1451.73,1537.3,1390.55,0.328475,0.337706,0,0,7.57795e-06,7.70324e-06,0,0,0,0,1.3376,1.41736,1.54377,1.6326,1.32782,1.73092,8051,31881,1203,5222,1311,5269,119,394,5905.72,8511.85,20670,2127.96,24931,1399.39,1474.54,1419.6,1506.12,1435.73,1474.34,1637.94,1423.31,0.310609,0.321631,0,0,5.17352e-06,5.33476e-06,0,0,0,0,1.15821,1.24054,1.32205,1.42758,1.10777,1.5492,3656,14831,567,2529,623,2496,54,175,6337,18.5062,18.4208,0,0,4362.86,4569.71,0,0,0,0,125.263,127.763,106.868,108.132,98.053,101.836
20230812032032,150,5,30,0,2030,1647.61,14209.6,19616.6,49733.5,4904.14,52464,1587.67,1659.98,1718.73,1665.09,1664.41,1673.67,1752.77,1589.15,0.35662,0.364325,0,0,5.63966e-06,8.87641e-06,0,0,0,0,1.32837,1.3846,1.50213,1.63139,1.43593,1.62804,11617,27631,1877,4445,1914,4468,151,361,6544.09,7547.33,22904.3,1886.83,24936,1654.02,1790.7,1794.97,1810.66,1746.92,1845.7,1904.19,1767.22,0.340056,0.356456,0,0,3.6695e-06,6.33151e-06,0,0,0,0,1.06837,1.10941,1.18152,1.32486,1.07591,1.40935,5396,13211,912,2163,927,2089,75,163,8700,17.7646,17.6989,0,0,2971.02,5380.44,0,0,0,0,124.676,124.718,109.503,105.682,96.0991,100.158
20230812032939,150,5,40,0,2030,1624.39,14366,20391.3,50280.9,5097.82,52828,1596.25,1636.18,1589.44,1636.32,1621.57,1671.12,1725.11,1652.46,0.364316,0.365221,0,0,6.35401e-06,9.15722e-06,0,0,0,0,1.34167,1.43373,1.5445,1.67376,1.39736,1.76959,15799,23575,2509,3842,2624,3921,232,326,6845.76,8348.24,23960.1,2087.06,25221,1629.2,1803.5,1635.4,1813.36,1740.73,1768.27,1867.89,1869.49,0.350903,0.373228,0,0,5.51345e-06,8.21528e-06,0,0,0,0,1.14654,1.2384,1.33452,1.41133,1.1831,1.56107,7524,11268,1185,1811,1229,1942,114,148,7983,17.6456,17.8814,0,0,3449.84,5301.67,0,0,0,0,122.232,123.09,103.99,104.916,94.949,98.5473
20230812033909,150,5,50,0,2030,1612.65,14447.7,20150,50567.1,5037.51,53046,1628,1596.02,1653.49,1620.97,1590.62,1588.87,1628.9,1650.77,0.369323,0.361454,0,0,8.4895e-06,1.0146e-05,0,0,0,0,1.33093,1.41253,1.53288,1.67908,1.38724,1.71524,19844,19695,3203,3230,3349,3190,253,282,6769.89,8373.04,23694.6,2093.26,26112,1566.93,1670.56,1622.93,1657.73,1612.2,1712.91,1813.15,1550.7,0.340394,0.355582,0,0,8.36509e-06,8.67587e-06,0,0,0,0,1.09773,1.17586,1.29896,1.46081,1.2331,1.41981,9814,9644,1615,1621,1646,1512,117,143,6739,17.3904,17.9612,0,0,4841.08,5801.09,0,0,0,0,124.099,126.329,103.849,107.206,99.8637,100.692
20230812034800,150,5,60,0,2030,1585.55,13845.5,19023.6,48459.3,4755.9,51649,1612.63,1554.4,1570.87,1607.64,1585.46,1531.66,1651.6,1412.64,0.363045,0.350635,0,0,6.63645e-06,7.86421e-06,0,0,0,0,1.34412,1.43697,1.51205,1.59973,1.42188,1.6161,23166,15501,3711,2511,3816,2431,312,201,6172.33,7449.99,21603.2,1862.5,24512,1545.59,1638.17,1531.09,1665.14,1648.58,1644.24,1713.83,1687.38,0.328542,0.34346,0,0,4.04822e-06,6.47599e-06,0,0,0,0,1.09881,1.19605,1.27774,1.36273,1.22821,1.57706,11120,7334,1721,1199,1776,1128,145,89,6646,17.2283,17.7214,0,0,3781.81,4459.02,0,0,0,0,123.119,125.031,104.802,106.686,98.2935,99.0443
20230812035726,150,5,70,0,2030,1648.74,14351.8,19517.7,50231.4,4879.41,52145,1670.11,1601.61,1666.44,1646.17,1650.6,1610.18,1585.24,1591.86,0.372337,0.357919,0,0,7.34806e-06,1.00862e-05,0,0,0,0,1.35661,1.40432,1.5704,1.6422,1.42693,1.67265,27304,11694,4229,1978,4419,1961,382,178,6668.29,8026.81,23339,2006.7,25684,1624.19,1686.19,1687.02,1754.8,1684.27,1701.47,1827.47,1696.76,0.342295,0.350082,0,0,4.16417e-06,9.05899e-06,0,0,0,0,1.1411,1.20747,1.34681,1.41519,1.26854,1.452,13588,5762,2081,982,2066,953,167,85,7099,16.9391,17.4431,0,0,3889.91,6292.52,0,0,0,0,126.751,128.347,106.309,108.489,97.6727,99.471
20230812040728,150,5,80,0,2030,1728.24,14924.1,19065.7,52234.2,4766.41,52531,1753.83,1651.15,1759.98,1620.1,1699.55,1655.2,1762.95,1620.24,0.382689,0.365153,0,0,8.77846e-06,7.22134e-06,0,0,0,0,1.34585,1.35675,1.51876,1.64268,1.41948,1.76766,31558,7797,5123,1252,4979,1291,428,103,7012.37,7825.01,24543.3,1956.25,27128,1662.63,1661.5,1650.7,1667.99,1658.37,1685.57,1740.93,1544.51,0.343636,0.344783,0,0,6.74396e-06,4.33929e-06,0,0,0,0,1.06534,1.13721,1.21905,1.33608,1.15836,1.43284,16403,3990,2648,635,2540,638,217,57,7903,16.4836,17.333,0,0,4518.79,4023.03,0,0,0,0,124.351,126.508,104.776,106.395,95.4603,100.869
20230812041706,150,5,90,0,2030,1679.44,14512.4,18593.5,50793.2,4648.37,52069,1684.17,1658.36,1687.42,1539.23,1676.76,1700,1590.96,1652.73,0.372227,0.364776,0,0,5.89527e-06,7.11083e-06,0,0,0,0,1.32466,1.39218,1.50564,1.67445,1.41332,1.78935,35162,3904,5503,599,5763,632,454,52,6705.53,7676.27,23469.4,1919.07,26699,1558.16,1695.07,1595.3,1550.47,1621.17,1671.42,1645.39,1373.56,0.330432,0.350132,0,0,4.50183e-06,5.22816e-06,0,0,0,0,1.07478,1.17488,1.24634,1.43915,1.1414,1.44209,18228,1949,2769,295,2907,314,210,27,7564,16.951,17.4312,0,0,3222.6,5102.56,0,0,0,0,123.921,126.351,103.571,104.316,94.8158,96.6167
20230812042615,150,5,100,0,2030,1615.25,13916.4,17802,48707.5,4450.5,50912,1620.32,0,1615.08,0,1583.44,0,1615.21,0,0.363457,0,0,0,6.18391e-06,0,0,0,0,0,1.31172,0,1.51163,0,1.37002,0,38289,0,6020,0,6067,0,536,0,6261.77,7157.13,21916.2,1789.28,25258,1524.48,0,1530.22,0,1527.9,0,1593.62,0,0.327481,0,0,0,3.69888e-06,0,0,0,0,0,1.09552,0,1.24412,0,1.08681,0,19121,0,2947,0,2935,0,255,0,6461,17.4336,0,0,0,3423.05,0,0,0,0,0,114.648,0,106.398,0,97.9876,0
20230812043528,150,10,0,0,2030,1631.39,14161.5,19858,49565.2,4964.5,51982,0,1633.73,0,1627.88,0,1616.62,0,1675.66,0,0.363375,0,0,0,8.80945e-06,0,0,0,0,0,1.41065,0,1.62516,0,1.71255,0,38972,0,6205,0,6282,0,523,6554.96,7717.49,22942.4,1929.37,24353,0,1753.75,0,1719.22,0,1691.89,0,1742.22,0,0.35951,0,0,0,5.46523e-06,0,0,0,0,0,1.15816,0,1.34252,0,1.49824,0,18233,0,2918,0,2950,0,252,7562,0,17.8101,0,0,0,5309.37,0,0,0,0,0,126.403,0,107.778,0,100.791
20230812044416,150,10,10,0,2030,1616.96,13534.5,19026.7,47370.7,4756.66,50160,1462.03,1642.86,1518.82,1582.94,1470.73,1614.2,1622.42,1744.87,0.336807,0.363077,0,0,8.79261e-06,7.4268e-06,0,0,0,0,1.30513,1.41313,1.48308,1.60652,1.38939,1.79473,3799,33753,593,5443,575,5507,45,445,5743.07,7151.98,20100.7,1788,22796,1452.03,1656.15,1577.03,1643.19,1415.1,1642.08,1547.32,1650.99,0.309574,0.337703,0,0,3.47466e-06,5.89795e-06,0,0,0,0,1.13257,1.21848,1.24007,1.30236,1.15575,1.53934,1654,15490,255,2416,225,2510,19,227,6930,18.6928,17.9322,0,0,4333.23,4370.41,0,0,0,0,123.601,123.562,105.829,105.061,95.8069,100.257
20230812045311,150,10,20,0,2030,1592.49,13809.8,20348.2,48334.1,5087.06,52127,1529.52,1598.85,1617.83,1631.49,1642.77,1587.15,1821.71,1597.78,0.347553,0.355994,0,0,6.49431e-06,6.97129e-06,0,0,0,0,1.37916,1.44805,1.58154,1.66914,1.34008,1.71524,7803,31174,1183,5099,1278,5091,111,388,6311.93,8128.26,22091.8,2032.06,23424,1726.66,1799.73,1788.04,1836.95,1779.86,1800.73,2170.76,1780.57,0.355992,0.363792,0,0,5.18249e-06,5.01146e-06,0,0,0,0,1.17612,1.27533,1.36244,1.47454,1.01944,1.48371,3389,14034,553,2349,596,2278,49,176,9081,18.3606,18.0724,0,0,3385.97,4439.44,0,0,0,0,119.765,118.322,102.916,102.31,89.8112,96.3938
20230812050213,150,10,30,0,2030,1574.43,13882.6,19806.1,48589.1,4951.52,52472,1474.17,1611.56,1629.1,1593.14,1537.6,1583.1,1645.15,1499.52,0.340123,0.358969,0,0,6.42733e-06,9.48299e-06,0,0,0,0,1.34268,1.41587,1.51701,1.63842,1.43468,1.63393,11612,27671,1874,4419,1919,4465,151,361,6241.23,7742.23,21844.3,1935.56,24299,1491.85,1725.7,1715.11,1719.56,1586.42,1723.95,1831.45,1621.58,0.319187,0.352489,0,0,4.86035e-06,8.75253e-06,0,0,0,0,1.14649,1.19829,1.27334,1.38117,1.11383,1.46424,5196,13001,877,2072,881,2044,71,157,7632,18.3317,17.9687,0,0,3642.91,5587.53,0,0,0,0,125.826,126.32,110,106.593,100.107,100.824
20230812051133,150,10,40,0,2030,1611,14386.9,20223,50354.2,5055.74,52962,1588.53,1626.75,1604,1603.22,1601.9,1625.21,1691.68,1551.82,0.364453,0.363825,0,0,6.66151e-06,1.01504e-05,0,0,0,0,1.33462,1.41311,1.55495,1.65096,1.39091,1.79884,15845,23671,2509,3857,2636,3897,227,320,6843.46,8046.33,23952.1,2011.58,25341,1631.06,1771.05,1693.61,1812.12,1690.6,1764.09,1951.53,1698.52,0.350819,0.365674,0,0,5.81274e-06,1.01508e-05,0,0,0,0,1.12305,1.20284,1.3252,1.38172,1.21721,1.56038,7567,11455,1171,1791,1237,1873,104,143,7485,17.6518,17.6706,0,0,3756.78,5740.43,0,0,0,0,123.701,123.943,105.123,105.39,96.9626,99.8943
