Time,Demand_Percentage(%),Prediction_Horizon(min),CAV_Penetration(%),Eco_Routing_with_Travel_Time(0/1),Vehicle_Fleet,Overall_Travel_Time_Avg(s),Overall_Fuel_Used(gallon),Overall_Electricity_Used(kWh),Overall_Fuel_Cost($),Overall_Electricity_Cost($),Total_Number_of_Vehicles,Travel_Time_ICE_Avg(s),Travel_Time_ICE_NONCAV_Avg(s),Travel_Time_BEV_Avg(s),Travel_Time_BEV_NONCAV_Avg(s),Travel_Time_PHEV_Avg(s),Travel_Time_PHEV_NONCAV_Avg(s),Travel_Time_HFCV_Avg(s),Travel_Time_HFCV_NONCAV_Avg(s),Fuel_Used_ICE_Avg(gallon),Fuel_Used_ICE_NONCAV_Avg(gallon),Fuel_Used_BEV_Avg(gallon),Fuel_Used_BEV_NONCAV_Avg(gallon),Fuel_Used_PHEV_Avg(gallon),Fuel_Used_PHEV_NONCAV_Avg(gallon),Fuel_Used_HFCV_Avg(gallon),Fuel_Used_HFCV_NONCAV_Avg(gallon),Electricity_Used_ICE_Avg(kWh),Electricity_Used_ICE_NONCAV_Avg(kWh),Electricity_Used_BEV_Avg(kWh),Electricity_Used_BEV_NONCAV_Avg(kWh),Electricity_Used_PHEV_Avg(kWh),Electricity_Used_PHEV_NONCAV_Avg(kWh),Electricity_Used_HFCV_Avg(kWh),Electricity_Used_HFCV_NONCAV_Avg(kWh),Vehicle_Count_ICE,Vehicle_Count_ICE_NONCAV,Vehicle_Count_BEV,Vehicle_Count_BEV_NONCAV,Vehicle_Count_PHEV,Vehicle_Count_PHEV_NONCAV,Vehicle_Count_HFCV,Vehicle_Count_HFCV_NONCAV,Overall_Fuel_Used(gallon)_After1hour,Overall_Electricity_Used(kWh)_After1hour,Overall_Fuel_Cost($)_After1hour,Overall_Electricity_Cost($)_After1hour,Total_Number_of_Vehicles_After1hour,Travel_Time_ICE_Avg(s)_After1hour,Travel_Time_ICE_NONCAV_Avg(s)_After1hour,Travel_Time_BEV_Avg(s)_After1hour,Travel_Time_BEV_NONCAV_Avg(s)_After1hour,Travel_Time_PHEV_Avg(s)_After1hour,Travel_Time_PHEV_NONCAV_Avg(s)_After1hour,Travel_Time_HFCV_Avg(s)_After1hour,Travel_Time_HFCV_NONCAV_Avg(s)_After1hour,Fuel_Used_ICE_Avg(gallon)_After1hour,Fuel_Used_ICE_NONCAV_Avg(gallon)_After1hour,Fuel_Used_BEV_Avg(gallon)_After1hour,Fuel_Used_BEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_PHEV_Avg(gallon)_After1hour,Fuel_Used_PHEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_HFCV_Avg(gallon)_After1hour,Fuel_Used_HFCV_NONCAV_Avg(gallon)_After1hour,Electricity_Used_ICE_Avg(kWh)_After1hour,Electricity_Used_ICE_NONCAV_Avg(kWh)_After1hour,Electricity_Used_BEV_Avg(kWh)_After1hour,Electricity_Used_BEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_PHEV_Avg(kWh)_After1hour,Electricity_Used_PHEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_HFCV_Avg(kWh)_After1hour,Electricity_Used_HFCV_NONCAV_Avg(kWh)_After1hour,Vehicle_Count_ICE_After1hour,Vehicle_Count_ICE_NONCAV_After1hour,Vehicle_Count_BEV_After1hour,Vehicle_Count_BEV_NONCAV_After1hour,Vehicle_Count_PHEV_After1hour,Vehicle_Count_PHEV_NONCAV_After1hour,Vehicle_Count_HFCV_After1hour,Vehicle_Count_HFCV_NONCAV_After1hour,number_of_vehicles_left_in_the_network,MPG_ICE,MPG_ICE_NONCAV,MPG_BEV,MPG_BEV_NONCAV,MPG_PHEV,MPG_PHEV_NONCAV,MPG_HFCV,MPG_HFCV_NONCAV,MPGe_ICE,MPGe_ICE_NONCAV,MPGe_BEV,MPGe_BEV_NONCAV,MPGe_PHEV,MPGe_PHEV_NONCAV,MPGe_HFCV,MPGe_HFCV_NONCAV
20230813110707,50,20,90,0,2030,410.793,2012.79,5577.93,7044.77,1394.48,17253,408.527,390.18,431.071,384.545,420.468,399.264,427.355,447.8,0.15723,0.150811,0,0,9.79715e-07,1.75827e-06,0,0,0,0,1.18852,1.27675,1.31102,1.51182,1.31516,1.44567,11593,1260,1897,191,1919,231,152,10,153.821,452.817,538.373,113.204,1960,284.109,277.347,300.293,293.722,285.54,326.875,397.4,77,0.106641,0.10695,0,0,0,0,0,0,0,0,0.797272,1.0311,0.884091,1.24553,1.13414,0.204456,1298,144,225,18,235,24,15,1,0,33.5102,33.9576,0,0,476.515,707.116,0,0,0,0,143.507,136.716,125.453,120.282,127.46,118.198
20230813110945,50,20,100,0,2030,415.833,2059.59,5508.11,7208.57,1377.03,17411,411.671,0,430.186,0,422.192,0,474.977,0,0.158564,0,0,0,9.83826e-07,0,0,0,0,0,1.19195,0,1.29126,0,1.32446,0,12989,0,2091,0,2156,0,175,0,148.232,434.162,518.812,108.541,1943,283.733,0,291.474,0,289.126,0,291.667,0,0.104242,0,0,0,3.44841e-07,0,0,0,0,0,0.784472,0,0.876757,0,0.809977,0,1422,0,230,0,270,0,21,0,4,33.2718,0,0,0,635.541,0,0,0,0,0,140.938,0,125.085,0,125.087,0
20230813115016,50,0,0,1,2030,384.9,1875.1,5925.28,6562.85,1481.32,16987,0,383.254,0,392.779,0,387.581,0,375.836,0,0.147995,0,0,0,2.89252e-06,0,0,0,0,0,1.30179,0,1.43827,0,1.47112,0,12670,0,2114,0,2057,0,146,124.518,367.443,435.814,91.8609,1713,0,252.786,0,249.574,0,248.333,0,256.545,0,0.096153,0,0,0,1.07422e-06,0,0,0,0,0,0.813728,0,0.936891,0,1.04718,0,1295,0,216,0,180,0,22,0,0,34.3046,0,0,0,2327.2,0,0,0,0,0,137.527,0,122.86,0,122.086
20230813115216,50,0,10,1,2030,384.441,1903.13,5985.53,6660.95,1496.38,17200,422.312,380.67,411.193,385.084,419.633,376.171,434.857,348.854,0.167642,0.146931,0,0,5.09932e-06,2.12828e-06,0,0,0,0,1.38175,1.27227,1.55701,1.39713,1.53006,1.38395,1309,11459,207,1915,226,1899,14,171,126.516,403.634,442.806,100.908,1771,292.128,249.885,287.808,266.169,278,237.774,274.667,240.947,0.11285,0.0945333,0,0,0,4.91713e-07,0,0,0,0,0.877476,0.860402,1.01256,0.885824,0.855612,0.813805,141,1170,26,195,22,195,3,19,0,34.0498,34.1837,0,0,3947.2,1604.59,0,0,0,0,135.723,137.621,119.772,121.5,129.666,119.132
20230813115420,50,0,20,1,2030,386.035,1931.47,6066.65,6760.14,1516.66,17236,417.272,378.74,396.003,390.576,382.2,378.323,406.735,367.699,0.166575,0.146615,0,0,1.99052e-06,2.72178e-06,0,0,0,0,1.40773,1.29579,1.45503,1.42329,1.33639,1.40543,2569,10255,393,1684,429,1719,34,153,131.468,384.994,460.137,96.2486,1785,281.215,245.607,303.471,243.076,270.409,238.494,489,262.25,0.11054,0.0944099,0,0,0,0,0,0,0,0,1.10257,0.796523,0.94459,0.871931,1.26336,0.974423,284,1060,34,172,44,176,3,12,0,34.0811,34.246,0,0,1767.01,2135.84,0,0,0,0,132.651,137.791,120.296,121.534,126.048,119.304
20230813115620,50,0,30,1,2030,389.925,1955.14,5996.2,6842.97,1499.05,17141,413.104,380.034,417.919,372.893,398.136,392.263,378.592,384.017,0.164333,0.147147,0,0,3.49452e-06,2.63927e-06,0,0,0,0,1.44309,1.24797,1.52361,1.45807,1.371,1.47401,3861,8975,616,1463,582,1474,49,121,136.783,404.865,478.74,101.216,1781,296.304,254.288,342.259,230.35,255.023,258.551,131.5,241,0.114344,0.0965783,0,0,0,2.98713e-06,0,0,0,0,1.09468,0.736792,0.939209,0.95275,0.310212,1.22152,431,906,85,140,43,167,2,7,0,33.9471,34.2451,0,0,2904.28,2083,0,0,0,0,132.735,137.647,119.969,121.65,122.922,118.019
20230813115820,50,0,40,1,2030,398.816,1986.94,6101.35,6954.29,1525.34,17008,427.847,379.368,438.351,381.85,415.617,381.99,401.072,366.248,0.170892,0.14713,0,0,3.07818e-06,2.19515e-06,0,0,0,0,1.49071,1.23844,1.56447,1.4274,1.51014,1.3871,5069,7617,827,1239,819,1267,69,101,150.672,472.475,527.352,118.119,1849,316.687,248.614,321.968,267.26,361.575,264.561,204.5,174,0.12317,0.0973403,0,0,0,1.48644e-06,0,0,0,0,1.05098,0.896797,1.25581,1.04408,0.744572,0.634442,595,795,94,127,87,132,6,13,0,33.7707,34.0906,0,0,2282.54,1897.57,0,0,0,0,133.871,139.136,120.295,120.976,127.643,119.96
20230813120019,50,0,50,1,2030,403.958,2032.56,6074.85,7113.95,1518.71,17033,427.903,378.46,442.111,381.118,423.416,376.202,418.367,375.357,0.17065,0.147363,0,0,3.19421e-06,2.0021e-06,0,0,0,0,1.45646,1.2551,1.60566,1.39801,1.43292,1.28739,6403,6378,1063,978,1032,1005,90,84,155.933,456.054,545.767,114.013,1846,315.588,265.917,317.62,259.968,313.091,267.193,325.429,212,0.122402,0.102897,0,0,1.64271e-06,1.65147e-06,0,0,0,0,1.00711,0.812404,1.13519,0.923606,0.788747,0.533533,725,653,129,94,121,114,7,3,0,33.5306,34.1426,0,0,2581.02,1717.33,0,0,0,0,135.446,138.269,119.3,122.337,123.975,127.264
20230813120221,50,0,60,1,2030,410.745,2098.75,6234.04,7345.61,1558.51,17237,431.053,380.337,439.973,377.006,434.988,378.535,373.232,294.866,0.171472,0.147759,0,0,3.85027e-06,2.06094e-06,0,0,0,0,1.46479,1.25566,1.64229,1.3832,1.42702,1.12957,7794,5159,1182,813,1265,845,112,67,157.776,491.957,552.215,122.989,1924,315.561,233.73,332.922,233.135,291.061,244.24,218.333,205.667,0.121456,0.0909837,0,0,4.81198e-06,2.54278e-06,0,0,0,0,1.10386,0.803211,1.0869,0.878229,0.756522,0.580011,902,530,153,89,163,75,9,3,0,33.3308,34.0564,0,0,3557.66,1576.22,0,0,0,0,133.972,137.606,118.465,122.174,118.998,123.07
20230813120426,50,0,70,1,2030,421.542,2142.95,6509.74,7500.32,1627.43,17264,436.579,379.066,448.991,381.287,442.927,395.179,406.087,368.353,0.17369,0.147643,0,0,3.417e-06,3.61847e-06,0,0,0,0,1.47647,1.29638,1.6393,1.44112,1.3453,1.27356,9060,3856,1456,596,1510,608,127,51,182.537,464.89,638.878,116.222,1959,335.987,269.848,323.401,196.274,300.162,222,404.789,218,0.128906,0.103806,0,0,2.18449e-06,2.06951e-06,0,0,0,0,1.01907,0.688781,1.05247,0.862886,1.2001,0.65831,1135,349,167,62,179,45,19,3,0,32.9198,33.7288,0,0,2580.76,2696.89,0,0,0,0,134.571,119.16,118.856,121.907,124.241,125.878
20230813120636,50,0,80,1,2030,437.75,2197.45,6514.25,7691.07,1628.56,17078,450.41,387.057,455.901,385.217,448.91,381.77,424.929,311.885,0.177535,0.150963,0,0,3.88251e-06,3.24243e-06,0,0,0,0,1.46145,1.25875,1.64089,1.41685,1.57496,1.07762,10227,2529,1695,401,1629,430,141,26,186.984,537.451,654.444,134.363,1968,348.204,263.488,359.502,309.923,363.045,231.722,261.391,318.667,0.131487,0.0991649,0,0,2.21376e-06,2.72482e-06,0,0,0,0,1.08306,1.04629,1.21635,0.845742,1.11208,1.10014,1229,256,205,39,177,36,23,3,0,32.724,33.8571,0,0,3117.55,2288.85,0,0,0,0,133.596,137.305,118.068,120.31,120.013,114.693
20230813120857,50,0,90,1,2030,455.022,2273.83,6829.74,7958.42,1707.44,17253,459.518,396.412,472.765,387.969,461.202,409.355,452.375,452.3,0.17949,0.153168,0,0,5.52284e-06,2.49122e-06,0,0,0,0,1.49252,1.2445,1.64278,1.48363,1.65204,1.44002,11593,1260,1897,191,1919,231,152,10,206.512,636.388,722.794,159.097,2098,350.508,280.293,354.515,283.474,344.424,297.769,389.625,21,0.135463,0.107001,0,0,4.36601e-06,0,0,0,0,0,1.11172,0.983785,1.25017,1.15851,1.24833,0.0557596,1406,150,235,19,245,26,16,1,2,32.4386,33.3923,0,0,3690.19,1783.33,0,0,0,0,134.402,137.524,118.22,120.668,119.783,122.038
20230813121116,50,0,100,1,2030,478.976,2411.38,6979,8439.82,1744.75,17411,478.268,0,483.065,0,477.89,0,496.086,0,0.185647,0,0,0,6.20128e-06,0,0,0,0,0,1.50073,0,1.64619,0,1.66734,0,12989,0,2091,0,2156,0,175,0,215.213,656.401,753.244,164.1,2279,338.494,0,346.947,0,334.955,0,372.318,0,0.127797,0,0,0,6.12125e-06,0,0,0,0,0,1.0457,0,1.15566,0,1.04615,0,1684,0,262,0,311,0,22,0,0,31.8779,0,0,0,4995.72,0,0,0,0,0,132.939,0,117.801,0,117.341,0
20230813121759,50,5,0,1,2030,384.9,1875.1,5925.28,6562.85,1481.32,16987,0,383.254,0,392.779,0,387.581,0,375.836,0,0.147995,0,0,0,2.89252e-06,0,0,0,0,0,1.30179,0,1.43827,0,1.47112,0,12670,0,2114,0,2057,0,146,124.518,367.443,435.814,91.8609,1713,0,252.786,0,249.574,0,248.333,0,256.545,0,0.096153,0,0,0,1.07422e-06,0,0,0,0,0,0.813728,0,0.936891,0,1.04718,0,1295,0,216,0,180,0,22,0,0,34.3046,0,0,0,2327.2,0,0,0,0,0,137.527,0,122.86,0,122.086
20230813121955,50,5,10,1,2030,381.815,1892.37,5977.99,6623.28,1494.5,17200,405.338,379.582,394.72,384.38,409.31,374.689,410.286,347.532,0.16106,0.146743,0,0,5.30029e-06,2.54975e-06,0,0,0,0,1.34028,1.27477,1.54364,1.39906,1.38139,1.37049,1309,11459,207,1915,226,1899,14,171,123.75,396.7,433.123,99.175,1761,278.086,244.801,258.538,260.099,274,234.84,386.333,238.889,0.106846,0.0929835,0,0,0,2.16316e-06,0,0,0,0,0.825415,0.875063,0.978622,0.886086,1.13091,0.764634,140,1170,26,192,24,188,3,18,0,34.5277,34.2337,0,0,3349.92,1984.4,0,0,0,0,136.114,137.549,120.443,121.459,134.444,119.417
20230813122153,50,5,20,1,2030,383.941,1918.71,6026.33,6715.5,1506.58,17236,403.369,379.466,383.628,390.516,370.186,379.658,387.706,371.993,0.161062,0.146752,0,0,2.67821e-06,2.71225e-06,0,0,0,0,1.37217,1.28943,1.42874,1.42222,1.27824,1.40182,2569,10255,393,1684,429,1719,34,153,129.317,381.384,452.608,95.346,1795,274.043,244.645,292.114,239.571,258.429,236.757,442.5,252.692,0.105925,0.0932721,0,0,4.78559e-06,1.11322e-06,0,0,0,0,1.0355,0.774311,0.951799,0.863386,1.21198,0.922629,276,1073,35,175,42,177,4,13,0,34.3626,34.2282,0,0,2429.4,2029.99,0,0,0,0,132.817,137.784,120.688,121.706,127.834,119.812
20230813122411,50,5,30,1,2030,383.24,1922.09,5927.87,6727.32,1481.97,17141,394.149,378.323,397.932,373.262,381.115,390.208,356.714,381.777,0.157203,0.146532,0,0,4.14479e-06,2.76231e-06,0,0,0,0,1.38723,1.24588,1.47554,1.45877,1.32499,1.46027,3861,8975,616,1463,582,1474,49,121,127.114,382.379,444.897,95.5947,1743,250.973,253.644,270.341,240.203,214.044,238.727,167.5,243.143,0.0992499,0.0962368,0,0,0,2.41718e-06,0,0,0,0,0.929368,0.792721,0.808483,0.938079,0.375243,1.23035,410,898,82,138,45,161,2,7,0,34.2693,34.2779,0,0,3064.9,2258.92,0,0,0,0,133.625,138.04,120.834,121.637,123.935,117.488
20230813122555,50,5,40,1,2030,387.577,1930.9,5997.59,6758.13,1499.4,17008,402.974,377.086,415.878,376.214,393.341,379.084,400.145,364.921,0.160916,0.14641,0,0,3.3112e-06,1.80322e-06,0,0,0,0,1.43718,1.22892,1.50492,1.42923,1.51471,1.37162,5069,7617,827,1239,819,1267,69,101,135.051,423.406,472.68,105.851,1793,278.927,241.018,290.17,247.363,299.615,254.562,159.333,180.417,0.109242,0.0938274,0,0,2.44114e-06,0,0,0,0,0,0.941096,0.844465,1.10494,1.02013,0.559253,0.672609,550,799,94,124,78,130,6,12,0,34.3525,34.2066,0,0,2514.58,1368.96,0,0,0,0,134.597,139.097,120.883,120.674,127.497,119.641
20230813122741,50,5,50,1,2030,385.286,1939.82,5868.37,6789.36,1467.09,17033,394.94,375.347,405.087,377.769,386.96,373.802,371.422,372.679,0.157319,0.146206,0,0,2.99302e-06,3.09029e-06,0,0,0,0,1.38111,1.25481,1.49699,1.39316,1.32546,1.29462,6403,6378,1063,978,1032,1005,90,84,141.132,410.757,493.963,102.689,1770,285.026,257.62,274.066,253.124,297.944,257.626,216,187,0.110884,0.101393,0,0,1.87821e-06,8.13886e-07,0,0,0,0,0.903495,0.816593,1.11601,0.895818,0.590317,0.451253,683,645,122,89,108,115,5,3,0,34.1755,34.2986,0,0,2214.66,2163.85,0,0,0,0,136.056,138.107,120.005,123.023,124.77,126.159
20230813122956,50,5,60,1,2030,392.792,2012.98,6052.93,7045.43,1513.23,17237,403.1,378.903,410.874,372.327,401.379,374.705,379.464,280.701,0.160698,0.14741,0,0,4.33842e-06,2.20264e-06,0,0,0,0,1.4171,1.24438,1.55136,1.37798,1.47221,1.11173,7794,5159,1182,813,1265,845,112,67,133.708,436.506,467.978,109.126,1782,273.31,236.573,300.838,220.802,249.093,238.931,192.111,84.6667,0.106881,0.0924186,0,0,5.46696e-06,1.29426e-06,0,0,0,0,1.07915,0.768967,0.964156,0.897713,0.732578,0.427942,810,510,142,86,150,72,9,3,0,33.9639,34.0878,0,0,3270.72,1748.58,0,0,0,0,134.26,137.621,119.246,122.503,118.251,122.64
20230813123208,50,5,70,1,2030,394.259,2015.97,6246.09,7055.91,1561.52,17264,400.265,375.216,406.344,377.565,408.17,385.26,369.811,373.314,0.160269,0.146248,0,0,4.96606e-06,2.9998e-06,0,0,0,0,1.3752,1.30009,1.57423,1.42072,1.27736,1.29105,9060,3856,1456,596,1510,608,127,51,151.381,399.528,529.833,99.882,1831,285.527,256.367,265.273,195.95,272.747,217.548,287,317.5,0.110699,0.10007,0,0,4.16898e-06,0,0,0,0,0,0.900379,0.662584,1.05881,0.914853,0.934563,1.08904,1052,349,150,60,158,42,18,2,0,33.6597,33.9751,0,0,3579.11,2484.43,0,0,0,0,135.755,119.196,119.435,122.577,123.791,125.103
20230813123423,50,5,80,1,2030,409.538,2070.04,6242.32,7245.13,1560.58,17078,416.179,385.994,416.837,385.788,411.88,377.779,415.007,326.808,0.165235,0.150324,0,0,3.55989e-06,3.18611e-06,0,0,0,0,1.391,1.26846,1.54516,1.4203,1.54682,1.15424,10227,2529,1695,401,1629,430,141,26,153.245,448.255,536.358,112.064,1859,291.429,251.329,288.335,306.895,285.994,217.083,254.955,248.667,0.111842,0.0959502,0,0,1.99873e-06,5.39314e-06,0,0,0,0,0.970169,1.06337,1.01722,0.841682,1.07239,0.995398,1154,252,194,38,160,36,22,3,0,33.26,33.9716,0,0,2773.19,2374.86,0,0,0,0,134.173,137.584,118.824,120.261,120.941,114.123
20230813123640,50,5,90,1,2030,431.412,2145.64,6530.92,7509.73,1632.73,17253,435.138,394.945,440.734,392.026,430.915,404.199,430.388,430.3,0.168515,0.152409,0,0,5.32855e-06,1.47604e-06,0,0,0,0,1.4114,1.26345,1.56675,1.50308,1.6051,1.4389,11593,1260,1897,191,1919,231,152,10,162.341,507.414,568.193,126.854,1959,287.863,276.231,284.414,275.737,273.476,312.125,350.6,0,0.112068,0.107824,0,0,3.7743e-06,0,0,0,0,0,0.923765,0.946763,1.05057,1.22973,1.2136,0,1311,143,220,19,227,24,15,0,0,32.8843,33.5415,0,0,3908.34,1196.01,0,0,0,0,135.227,136.568,119.052,120.639,119.654,118.653
20230813123901,50,5,100,1,2030,436.987,2204.5,6544.61,7715.75,1636.15,17411,436.691,0,439.144,0,435.04,0,457.16,0,0.16972,0,0,0,3.75793e-06,0,0,0,0,0,1.40419,0,1.54377,0,1.60047,0,12989,0,2091,0,2156,0,175,0,156.744,507.657,548.604,126.914,1936,286.875,0,282.199,0,282.92,0,283.421,0,0.109687,0,0,0,2.90865e-06,0,0,0,0,0,0.92664,0,1.07057,0,0.934048,0,1429,0,226,0,262,0,19,0,0,32.5956,0,0,0,2780.28,0,0,0,0,0,133.488,0,118.841,0,117.284,0
