Time,Demand_Percentage(%),Prediction_Horizon(min),CAV_Penetration(%),Eco_Routing_with_Travel_Time(0/1),Overall_Travel_Time_Avg(s),Overall_Fuel_Used(gallon),Overall_Electricity_Used(kWh),Overall_Fuel_Cost($),Overall_Electricity_Cost($),Total_Number_of_Vehicles,Travel_Time_ICE_Avg(s),Travel_Time_ICE_NONCAV_Avg(s),Travel_Time_BEV_Avg(s),Travel_Time_BEV_NONCAV_Avg(s),Travel_Time_PHEV_Avg(s),Travel_Time_PHEV_NONCAV_Avg(s),Travel_Time_HFCV_Avg(s),Travel_Time_HFCV_NONCAV_Avg(s),Fuel_Used_ICE_Avg(gallon),Fuel_Used_ICE_NONCAV_Avg(gallon),Fuel_Used_BEV_Avg(gallon),Fuel_Used_BEV_NONCAV_Avg(gallon),Fuel_Used_PHEV_Avg(gallon),Fuel_Used_PHEV_NONCAV_Avg(gallon),Fuel_Used_HFCV_Avg(gallon),Fuel_Used_HFCV_NONCAV_Avg(gallon),Electricity_Used_ICE_Avg(kWh),Electricity_Used_ICE_NONCAV_Avg(kWh),Electricity_Used_BEV_Avg(kWh),Electricity_Used_BEV_NONCAV_Avg(kWh),Electricity_Used_PHEV_Avg(kWh),Electricity_Used_PHEV_NONCAV_Avg(kWh),Electricity_Used_HFCV_Avg(kWh),Electricity_Used_HFCV_NONCAV_Avg(kWh),Vehicle_Count_ICE,Vehicle_Count_ICE_NONCAV,Vehicle_Count_BEV,Vehicle_Count_BEV_NONCAV,Vehicle_Count_PHEV,Vehicle_Count_PHEV_NONCAV,Vehicle_Count_HFCV,Vehicle_Count_HFCV_NONCAV,Overall_Fuel_Used(gallon)_After1hour,Overall_Electricity_Used(kWh)_After1hour,Overall_Fuel_Cost($)_After1hour,Overall_Electricity_Cost($)_After1hour,Total_Number_of_Vehicles_After1hour,Travel_Time_ICE_Avg(s)_After1hour,Travel_Time_ICE_NONCAV_Avg(s)_After1hour,Travel_Time_BEV_Avg(s)_After1hour,Travel_Time_BEV_NONCAV_Avg(s)_After1hour,Travel_Time_PHEV_Avg(s)_After1hour,Travel_Time_PHEV_NONCAV_Avg(s)_After1hour,Travel_Time_HFCV_Avg(s)_After1hour,Travel_Time_HFCV_NONCAV_Avg(s)_After1hour,Fuel_Used_ICE_Avg(gallon)_After1hour,Fuel_Used_ICE_NONCAV_Avg(gallon)_After1hour,Fuel_Used_BEV_Avg(gallon)_After1hour,Fuel_Used_BEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_PHEV_Avg(gallon)_After1hour,Fuel_Used_PHEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_HFCV_Avg(gallon)_After1hour,Fuel_Used_HFCV_NONCAV_Avg(gallon)_After1hour,Electricity_Used_ICE_Avg(kWh)_After1hour,Electricity_Used_ICE_NONCAV_Avg(kWh)_After1hour,Electricity_Used_BEV_Avg(kWh)_After1hour,Electricity_Used_BEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_PHEV_Avg(kWh)_After1hour,Electricity_Used_PHEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_HFCV_Avg(kWh)_After1hour,Electricity_Used_HFCV_NONCAV_Avg(kWh)_After1hour,Vehicle_Count_ICE_After1hour,Vehicle_Count_ICE_NONCAV_After1hour,Vehicle_Count_BEV_After1hour,Vehicle_Count_BEV_NONCAV_After1hour,Vehicle_Count_PHEV_After1hour,Vehicle_Count_PHEV_NONCAV_After1hour,Vehicle_Count_HFCV_After1hour,Vehicle_Count_HFCV_NONCAV_After1hour
100%ICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230727200024,100,0,20,0,658.83,7367.42,0,25786,0,34584,682.852,652.825,0,0,0,0,0,0,0.226042,0.209777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6916,27668,0,0,0,0,0,0,1461.17,0,5114.08,0,7524,647.798,610.47,0,0,0,0,0,0,0.209238,0.190366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,5995,0,0,0,0,0,0
20230727200411,100,0,25,0,817.364,8320.19,0,29120.7,0,34630,868.072,800.157,0,0,0,0,0,0,0.256786,0.234652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8774,25856,0,0,0,0,0,0,2067.71,0,7236.97,0,7966,1109.44,1105.97,0,0,0,0,0,0,0.2652,0.257348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,5715,0,0,0,0,0,0
20230727200716,100,2,0,0,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1300.09,0,4550.32,0,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727201118,100,2,5,0,931.119,8486.8,0,29703.8,0,33912,992.532,927.87,0,0,0,0,0,0,0.26301,0.249585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,32208,0,0,0,0,0,0,2515.4,0,8803.9,0,8769,1443.94,1344.31,0,0,0,0,0,0,0.302511,0.285947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,8290,0,0,0,0,0,0
20230727201505,100,2,10,0,847.867,8072.34,0,28253.2,0,33984,885.434,843.768,0,0,0,0,0,0,0.24676,0.236527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,30640,0,0,0,0,0,0,2222.34,0,7778.18,0,7936,1346.39,1291.05,0,0,0,0,0,0,0.284421,0.279545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,7142,0,0,0,0,0,0
20230727201822,100,2,15,0,673.229,7415.29,0,25953.5,0,34513,684.737,671.17,0,0,0,0,0,0,0.221452,0.213675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5237,29276,0,0,0,0,0,0,1411.75,0,4941.14,0,7459,600.89,635.85,0,0,0,0,0,0,0.187218,0.189695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,6175,0,0,0,0,0,0
20230727202150,100,2,20,0,728.388,7614.35,0,26650.2,0,34578,739.243,725.677,0,0,0,0,0,0,0.225518,0.218882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6910,27668,0,0,0,0,0,0,1768.29,0,6189,0,7483,976.528,959.665,0,0,0,0,0,0,0.240797,0.235178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,5980,0,0,0,0,0,0
20230727202553,100,2,25,0,936.561,8703.23,0,30461.3,0,34343,952.611,931.11,0,0,0,0,0,0,0.261008,0.250844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8706,25637,0,0,0,0,0,0,2650.42,0,9276.47,0,8856,1423.93,1417.76,0,0,0,0,0,0,0.30694,0.296559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,6535,0,0,0,0,0,0
20230727202900,100,5,0,0,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1300.09,0,4550.32,0,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727203232,100,5,5,0,762.463,7736.61,0,27078.1,0,34364,801.668,760.394,0,0,0,0,0,0,0.236912,0.224516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,1838.78,0,6435.73,0,7193,1219.04,1114.28,0,0,0,0,0,0,0.280955,0.254207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,6809,0,0,0,0,0,0
20230727203559,100,5,10,0,716.866,7474.62,0,26161.2,0,34199,740.747,714.246,0,0,0,0,0,0,0.224748,0.217884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3381,30818,0,0,0,0,0,0,1643.11,0,5750.88,0,7196,987.366,917.207,0,0,0,0,0,0,0.234582,0.227649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,6482,0,0,0,0,0,0
20230727204012,100,5,15,0,912.129,8475.41,0,29663.9,0,34107,946.181,906.03,0,0,0,0,0,0,0.257852,0.246819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5181,28926,0,0,0,0,0,0,2421.44,0,8475.05,0,8040,1469.19,1474.52,0,0,0,0,0,0,0.303873,0.300636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,6702,0,0,0,0,0,0
20230727204326,100,5,20,0,649.921,7272.28,0,25453,0,34588,661.95,646.913,0,0,0,0,0,0,0.217276,0.208498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920,27668,0,0,0,0,0,0,1402.27,0,4907.94,0,7417,611.628,604.529,0,0,0,0,0,0,0.1938,0.187841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,5898,0,0,0,0,0,0
20230727205527,100,5,25,0,666.441,7425.32,0,25988.6,0,34610,689.537,658.621,0,0,0,0,0,0,0.222939,0.2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8754,25856,0,0,0,0,0,0,313613,4.30696e+06,1.09764e+06,1.07674e+06,7437,618.051,593.158,0,0,0,0,0,0,0.195429,0.18611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,5459,0,0,0,0,0,0
20230727205949,100,10,0,0,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1325.2,-108.884,4638.2,-27.2211,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727210253,100,10,5,0,646.175,7185.88,0,25150.6,0,34364,658.47,645.526,0,0,0,0,0,0,0.217193,0.208684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,309196,4.3078e+06,1.08219e+06,1.07695e+06,7053,605.531,576.405,0,0,0,0,0,0,0.194967,0.181086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,6684,0,0,0,0,0,0
20230727210558,100,10,10,0,635.728,7099.13,0,24847,0,34277,647.729,634.413,0,0,0,0,0,0,0.212959,0.20647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385,30892,0,0,0,0,0,0,1322.14,-109.803,4627.5,-27.4506,7137,569.107,565.444,0,0,0,0,0,0,0.185402,0.181313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,6453,0,0,0,0,0,0
20230727210944,100,10,15,0,833.072,8165.01,0,28577.5,0,34213,918.716,817.882,0,0,0,0,0,0,0.257885,0.235241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5154,29059,0,0,0,0,0,0,309953,4.3078e+06,1.08483e+06,1.07695e+06,8072,1247.44,1092.92,0,0,0,0,0,0,0.276233,0.247648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,6689,0,0,0,0,0,0
20230727211248,100,10,20,0,653.241,7297.96,0,25542.8,0,34580,665.977,650.06,0,0,0,0,0,0,0.218511,0.209181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6912,27668,0,0,0,0,0,0,309364,4.3078e+06,1.08277e+06,1.07695e+06,7497,617.669,621.061,0,0,0,0,0,0,0.198637,0.191623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,5981,0,0,0,0,0,0
20230727211633,100,10,25,0,916.003,8489.14,0,29712,0,33940,928.745,911.692,0,0,0,0,0,0,0.254529,0.248631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8579,25361,0,0,0,0,0,0,310329,4.3078e+06,1.08615e+06,1.07695e+06,8340,1373.13,1375.22,0,0,0,0,0,0,0.293147,0.289726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,6190,0,0,0,0,0,0
20230727211926,100,0,0,1,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1325.4,-109.803,4638.92,-27.4506,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727212243,100,0,5,1,768.005,7791.48,0,27270.2,0,34364,801.139,766.257,0,0,0,0,0,0,0.259795,0.22499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,1913.16,-109.573,6696.07,-27.3933,7347,1003.24,1139.06,0,0,0,0,0,0,0.278959,0.255632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,6928,0,0,0,0,0,0
20230727212606,100,0,10,1,856.649,8146.54,0,28512.9,0,33865,831.092,859.446,0,0,0,0,0,0,0.255796,0.238891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341,30524,0,0,0,0,0,0,2274.31,-109.803,7960.1,-27.4506,7812,1112.86,1367.84,0,0,0,0,0,0,0.276374,0.28911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,7064,0,0,0,0,0,0
20230727212908,100,0,15,1,687.723,7578.61,0,26525.1,0,34524,738.657,678.592,0,0,0,0,0,0,0.246926,0.214604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5248,29276,0,0,0,0,0,0,1464.82,-109.114,5126.88,-27.2785,7425,699.782,646.815,0,0,0,0,0,0,0.223955,0.187508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,6124,0,0,0,0,0,0
20230727213242,100,0,20,1,661.4,7464.18,0,26124.6,0,34604,709.073,649.449,0,0,0,0,0,0,0.24065,0.209449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6936,27668,0,0,0,0,0,0,1435.39,-109.803,5023.86,-27.4506,7379,660.465,597.741,0,0,0,0,0,0,0.217758,0.184095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,5845,0,0,0,0,0,0
20230727213713,100,0,25,1,956.674,8979.36,0,31427.8,0,34276,945.757,960.375,0,0,0,0,0,0,0.277337,0.256764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8677,25599,0,0,0,0,0,0,2588.68,-19.2028,9060.37,-4.80071,8794,1266.52,1436.88,0,0,0,0,0,0,0.294367,0.296338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,6518,0,0,0,0,0,0
20230727214040,100,2,0,1,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,309214,4.3078e+06,1.08225e+06,1.07695e+06,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727214356,100,2,5,1,645.012,7155.63,0,25044.7,0,34364,672.452,643.564,0,0,0,0,0,0,0.223123,0.207445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,309197,4.3078e+06,1.08219e+06,1.07695e+06,7061,570.345,595.134,0,0,0,0,0,0,0.184159,0.181947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,6670,0,0,0,0,0,0
20230727214734,100,2,10,1,795.331,7910.88,0,27688.1,0,34188,799.785,794.846,0,0,0,0,0,0,0.240129,0.230441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,30828,0,0,0,0,0,0,309937,4.3078e+06,1.08478e+06,1.07695e+06,7205,1120.99,1280.56,0,0,0,0,0,0,0.256911,0.283798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,6495,0,0,0,0,0,0
20230727215106,100,2,15,1,673.853,7435.81,0,26025.3,0,34514,697.837,669.562,0,0,0,0,0,0,0.227777,0.213237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5238,29276,0,0,0,0,0,0,303982,4.30427e+06,1.06394e+06,1.07607e+06,7402,604.174,614.591,0,0,0,0,0,0,0.189368,0.186025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,6148,0,0,0,0,0,0
20230727215441,100,2,20,1,649.644,7324.07,0,25634.3,0,34585,670.78,644.36,0,0,0,0,0,0,0.225192,0.208415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6917,27668,0,0,0,0,0,0,309289,4.3078e+06,1.08251e+06,1.07695e+06,7375,586.507,595.96,0,0,0,0,0,0,0.191342,0.184746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,5875,0,0,0,0,0,0
20230727215905,100,2,25,1,944.959,8799.19,0,30797.2,0,34286,922.01,952.76,0,0,0,0,0,0,0.264108,0.254103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8698,25588,0,0,0,0,0,0,310524,4.3078e+06,1.08683e+06,1.07695e+06,8912,1264.42,1423.79,0,0,0,0,0,0,0.28938,0.294058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,6625,0,0,0,0,0,0
20230727220225,100,5,0,1,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,309211,4.3078e+06,1.08224e+06,1.07695e+06,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727220602,100,5,5,1,647.776,7193.17,0,25176.1,0,34364,678.139,646.174,0,0,0,0,0,0,0.22501,0.208495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,1333.48,-109.344,4667.16,-27.3359,7184,609.159,588.69,0,0,0,0,0,0,0.196555,0.181294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,6801,0,0,0,0,0,0
20230727220952,100,5,10,1,820.161,7989.91,0,27964.7,0,34064,767.263,825.925,0,0,0,0,0,0,0.238787,0.234095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347,30717,0,0,0,0,0,0,310029,4.3078e+06,1.0851e+06,1.07695e+06,7804,962.938,1264.82,0,0,0,0,0,0,0.243656,0.275003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,7095,0,0,0,0,0,0
20230727221304,100,5,15,1,672.029,7414.21,0,25949.7,0,34513,693.905,668.116,0,0,0,0,0,0,0.227674,0.212525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5237,29276,0,0,0,0,0,0,309238,4.3078e+06,1.08233e+06,1.07695e+06,7163,618.077,629.215,0,0,0,0,0,0,0.190368,0.183643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,5959,0,0,0,0,0,0
20230727221619,100,5,20,1,661.143,7403.38,0,25911.8,0,34594,687.743,654.485,0,0,0,0,0,0,0.229278,0.210185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6926,27668,0,0,0,0,0,0,1429.87,-109.573,5004.55,-27.3933,7476,606.255,615.713,0,0,0,0,0,0,0.194388,0.186183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549,5927,0,0,0,0,0,0
20230727221954,100,5,25,1,672.866,7522.74,0,26329.6,0,34633,698.998,663.996,0,0,0,0,0,0,0.231221,0.212458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8777,25856,0,0,0,0,0,0,309301,4.3078e+06,1.08255e+06,1.07695e+06,7276,679.45,623.436,0,0,0,0,0,0,0.209736,0.184983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914,5362,0,0,0,0,0,0
20230727222318,100,10,0,1,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,309217,4.3078e+06,1.08226e+06,1.07695e+06,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727222647,100,10,5,1,640.022,7160.84,0,25062.9,0,34364,673.472,638.257,0,0,0,0,0,0,0.225084,0.207501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,309205,4.3078e+06,1.08222e+06,1.07695e+06,7148,585.753,561.645,0,0,0,0,0,0,0.195817,0.179749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,6755,0,0,0,0,0,0
20230727223001,100,10,10,1,626.383,7073.9,0,24758.7,0,34273,658.789,622.837,0,0,0,0,0,0,0.222005,0.204691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3381,30892,0,0,0,0,0,0,1274.38,-108.884,4460.33,-27.2211,6950,548.117,552.077,0,0,0,0,0,0,0.183323,0.179345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,6240,0,0,0,0,0,0
20230727223354,100,10,15,1,790.441,8032.68,0,28114.4,0,34510,787.055,791.046,0,0,0,0,0,0,0.242639,0.230998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5234,29276,0,0,0,0,0,0,309844,4.3078e+06,1.08446e+06,1.07695e+06,7642,978.975,1123.34,0,0,0,0,0,0,0.245084,0.254096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,6385,0,0,0,0,0,0
20230727223729,100,10,20,1,669.77,7444.49,0,26055.7,0,34582,695.86,663.25,0,0,0,0,0,0,0.230909,0.211363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6914,27668,0,0,0,0,0,0,304046,4.30427e+06,1.06416e+06,1.07607e+06,7567,632.198,631.409,0,0,0,0,0,0,0.197885,0.188915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,6016,0,0,0,0,0,0
20230727224207,100,10,25,1,991.626,9134.77,0,31971.7,0,34354,1062.61,967.528,0,0,0,0,0,0,0.288018,0.258393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8707,25647,0,0,0,0,0,0,310677,4.3078e+06,1.08737e+06,1.07695e+06,9581,1401.49,1289.47,0,0,0,0,0,0,0.314697,0.279487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605,6976,0,0,0,0,0,0
