Time,Demand_Percentage(%),Prediction_Horizon(min),CAV_Penetration(%),Eco_Routing_with_Travel_Time(0/1),Overall_Travel_Time_Avg(s),Overall_Fuel_Used(gallon),Overall_Electricity_Used(kWh),Overall_Fuel_Cost($),Overall_Electricity_Cost($),Total_Number_of_Vehicles,Travel_Time_ICE_Avg(s),Travel_Time_ICE_NONCAV_Avg(s),Travel_Time_BEV_Avg(s),Travel_Time_BEV_NONCAV_Avg(s),Travel_Time_PHEV_Avg(s),Travel_Time_PHEV_NONCAV_Avg(s),Travel_Time_HFCV_Avg(s),Travel_Time_HFCV_NONCAV_Avg(s),Fuel_Used_ICE_Avg(gallon),Fuel_Used_ICE_NONCAV_Avg(gallon),Fuel_Used_BEV_Avg(gallon),Fuel_Used_BEV_NONCAV_Avg(gallon),Fuel_Used_PHEV_Avg(gallon),Fuel_Used_PHEV_NONCAV_Avg(gallon),Fuel_Used_HFCV_Avg(gallon),Fuel_Used_HFCV_NONCAV_Avg(gallon),Electricity_Used_ICE_Avg(kWh),Electricity_Used_ICE_NONCAV_Avg(kWh),Electricity_Used_BEV_Avg(kWh),Electricity_Used_BEV_NONCAV_Avg(kWh),Electricity_Used_PHEV_Avg(kWh),Electricity_Used_PHEV_NONCAV_Avg(kWh),Electricity_Used_HFCV_Avg(kWh),Electricity_Used_HFCV_NONCAV_Avg(kWh),Vehicle_Count_ICE,Vehicle_Count_ICE_NONCAV,Vehicle_Count_BEV,Vehicle_Count_BEV_NONCAV,Vehicle_Count_PHEV,Vehicle_Count_PHEV_NONCAV,Vehicle_Count_HFCV,Vehicle_Count_HFCV_NONCAV,Overall_Fuel_Used(gallon)_After1hour,Overall_Electricity_Used(kWh)_After1hour,Overall_Fuel_Cost($)_After1hour,Overall_Electricity_Cost($)_After1hour,Total_Number_of_Vehicles_After1hour,Travel_Time_ICE_Avg(s)_After1hour,Travel_Time_ICE_NONCAV_Avg(s)_After1hour,Travel_Time_BEV_Avg(s)_After1hour,Travel_Time_BEV_NONCAV_Avg(s)_After1hour,Travel_Time_PHEV_Avg(s)_After1hour,Travel_Time_PHEV_NONCAV_Avg(s)_After1hour,Travel_Time_HFCV_Avg(s)_After1hour,Travel_Time_HFCV_NONCAV_Avg(s)_After1hour,Fuel_Used_ICE_Avg(gallon)_After1hour,Fuel_Used_ICE_NONCAV_Avg(gallon)_After1hour,Fuel_Used_BEV_Avg(gallon)_After1hour,Fuel_Used_BEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_PHEV_Avg(gallon)_After1hour,Fuel_Used_PHEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_HFCV_Avg(gallon)_After1hour,Fuel_Used_HFCV_NONCAV_Avg(gallon)_After1hour,Electricity_Used_ICE_Avg(kWh)_After1hour,Electricity_Used_ICE_NONCAV_Avg(kWh)_After1hour,Electricity_Used_BEV_Avg(kWh)_After1hour,Electricity_Used_BEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_PHEV_Avg(kWh)_After1hour,Electricity_Used_PHEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_HFCV_Avg(kWh)_After1hour,Electricity_Used_HFCV_NONCAV_Avg(kWh)_After1hour,Vehicle_Count_ICE_After1hour,Vehicle_Count_ICE_NONCAV_After1hour,Vehicle_Count_BEV_After1hour,Vehicle_Count_BEV_NONCAV_After1hour,Vehicle_Count_PHEV_After1hour,Vehicle_Count_PHEV_NONCAV_After1hour,Vehicle_Count_HFCV_After1hour,Vehicle_Count_HFCV_NONCAV_After1hour
100%ICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02E+13,100,10,45,1,773.968,9090.88,0,31818.1,0,34157,806.835,746.859,0,0,0,0,0,0,0.279871,0.254832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15439,18718,0,0,0,0,0,0,309715,4.31E+06,1.08E+06,1.08E+06,8185,750.18,713.231,0,0,0,0,0,0,0.226493,0.214151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3903,4282,0,0,0,0,0,0
2.02E+13,100,10,50,1,821.255,9379.92,0,32829.7,0,34143,845.94,796.411,0,0,0,0,0,0,0.286069,0.263307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17126,17017,0,0,0,0,0,0,309804,4.31E+06,1.08E+06,1.08E+06,8207,825.089,789.411,0,0,0,0,0,0,0.239943,0.221464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,3982,0,0,0,0,0,0
market fleet & binomial route choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02307E+13,100,0,0,0,1323.55,9594.39,2763.6,33580.4,690.901,33305,0,1326.49,0,1338.5,0,1211.75,0,1242.87,0,0.307217,0,0,0,6.22E-06,0,0,0,0,0,1.22679,0,1.48348,0,1.3332,0,31230,0,1019,0,703,0,353,311642,4.31E+06,1.09E+06,1.08E+06,9186,0,2470.37,0,2609.71,0,2249.07,0,2305.8,0,0.431757,0,0,0,2.08E-06,0,0,0,0,0,0.529311,0,0.796069,0,0.740041,0,8627,0,273,0,190,0,96
2.02307E+13,100,0,5,0,1018.71,8475.06,2784.7,29662.7,696.174,34471,781.639,1034.08,925.25,1024.74,1102.81,946.28,552.909,934.383,0.23391,0.263073,0,0,6.58E-06,7.43E-06,0,0,0,0,1.29919,1.28309,1.2099,1.49212,0.958559,1.27733,1673,30728,48,1002,31,649,11,329,2622.42,419.54,9178.45,104.885,8193,1022.07,1830.19,1274.8,1937.42,2946.6,1611.08,232,1776.23,0.238134,0.343729,0,0,0,2.06E-06,0,0,0,0,0.716774,0.835405,0.584057,0.93867,0.144725,0.912774,354,7394,10,226,5,137,1,66
2.02307E+13,100,0,10,0,820.223,7491.61,2977.08,26220.6,744.27,34517,706.061,832.13,693.319,849.845,784.806,847.92,1285.22,753.259,0.22127,0.232669,0,0,5.81E-06,5.91E-06,0,0,0,0,1.2849,1.32587,1.12789,1.51295,1.22337,1.3775,3254,29104,116,972,72,646,36,317,1771.2,271.159,6199.2,67.7899,7068,828.838,1326.02,790.409,1267.57,1791.08,1482.49,2750.1,1081.52,0.206492,0.268877,0,0,0,3.17E-06,0,0,0,0,0.632102,0.863771,0.476084,1.03771,0.591774,0.834878,611,6024,22,203,13,124,10,61
2.02307E+13,100,0,15,0,754.729,7207.61,2847.13,25226.6,711.783,34476,641.993,772.645,836.681,747.127,797.618,794.743,1060.56,757.766,0.21142,0.225064,0,0,4.58E-06,5.33E-06,0,0,0,0,1.20372,1.27107,1.19477,1.48024,1.03883,1.3213,4856,27463,188,903,110,595,57,304,1533.3,199.477,5366.54,49.8691,6708,649.69,1194.65,1749.73,1151.19,1458.04,1329.15,1994.53,1367.86,0.171342,0.24993,0,0,0,3.53E-06,0,0,0,0,0.621776,0.789812,0.732107,0.851955,0.614608,0.564598,844,5455,30,171,27,114,17,50
2.02307E+13,100,0,20,0,729.338,7197.3,2879.8,25190.6,719.951,34697,667.333,743.105,738.784,751.022,755.714,750.28,865.894,756.567,0.21648,0.222057,0,0,2.00E-06,6.88E-06,0,0,0,0,1.11527,1.31372,1.27555,1.56299,1.17938,1.36937,6613,25965,232,821,140,560,66,300,309216,4.31E+06,1.08E+06,1.08E+06,6696,633.826,963.141,1021.52,963.768,1427.58,1028.73,1555.88,1142.3,0.174424,0.214551,0,0,0,3.96E-06,0,0,0,0,0.642958,0.855089,0.838814,0.978235,0.473455,0.86791,1182,5108,46,164,24,100,16,56
2.02307E+13,100,0,25,0,732.784,7180.28,2890.81,25131,722.703,34469,712.453,739.367,690.636,740.056,705.363,746.148,932.571,699.432,0.222037,0.221792,0,0,5.17E-06,5.80E-06,0,0,0,0,1.25566,1.32737,1.39648,1.52387,1.27534,1.35006,8047,24318,272,763,190,522,84,273,1343.88,208.284,4703.56,52.071,6412,916.214,985.601,762.275,1051.43,1126,1114.3,1535.32,884.648,0.213574,0.219272,0,0,7.79E-06,4.30E-06,0,0,0,0,0.76536,0.901335,0.997213,0.923845,0.61008,0.903494,1490,4563,40,130,25,91,19,54
2.02307E+13,100,0,30,0,786.675,7597.53,2981.35,26591.4,745.338,34676,753.333,801.495,782.725,821.004,727.439,760.414,747.477,745.903,0.231139,0.234158,0,0,2.84E-06,6.76E-06,0,0,0,0,1.29571,1.38217,1.47304,1.55632,1.23112,1.45598,9761,22811,313,782,214,461,107,227,309354,4.31E+06,1.08E+06,1.08E+06,7269,760.258,962.401,750.648,897.982,655.562,834.062,776.957,748.791,0.188864,0.220245,0,0,4.21E-06,4.74E-06,0,0,0,0,1.01099,0.837701,1.11008,1.10858,1.03407,0.925137,1970,4847,71,170,48,97,23,43
2.02307E+13,100,0,35,0,692.64,7163.81,3074.44,25073.4,768.609,34710,681.601,699.25,674.323,714.635,675.78,671.141,691.963,659.465,0.223217,0.218595,0,0,4.84E-06,5.63E-06,0,0,0,0,1.28646,1.39469,1.42607,1.54857,1.27924,1.44754,11398,21133,378,699,277,461,134,230,309020,4.31E+06,1.08E+06,1.08E+06,6866,526.789,625.436,555.565,637.689,637.6,580.044,604.818,601.759,0.163998,0.176147,0,0,3.22E-06,4.93E-06,0,0,0,0,0.848471,1.04369,1.13834,1.16198,0.830205,1.00499,2204,4243,85,132,60,91,22,29
2.02307E+13,100,0,40,0,731.074,7398.46,3006.82,25894.6,751.705,34692,730.954,730.466,742.911,749.624,740.405,748.734,711.277,675.198,0.232116,0.224384,0,0,2.35E-06,8.50E-06,0,0,0,0,1.25257,1.36562,1.37737,1.60156,1.25027,1.34512,13183,19335,406,662,316,433,155,202,309172,4.31E+06,1.08E+06,1.08E+06,7331,625.328,666.859,601.117,721.623,697.987,748.861,571.185,567.333,0.18238,0.182066,0,0,4.29E-06,1.10E-05,0,0,0,0,0.886595,1.03157,1.09074,1.22456,0.878015,0.814572,2828,4075,77,138,75,72,27,39
2.02307E+13,100,0,45,0,930.314,8358.88,2888.06,29256.1,722.014,34672,875.545,964.255,1039.68,989.383,1244.42,948.603,988.263,902.652,0.254132,0.259838,0,0,2.78E-06,6.98E-06,0,0,0,0,1.19654,1.30253,1.34402,1.46018,1.255,1.52083,14773,17721,528,580,333,365,171,201,310030,4.31E+06,1.09E+06,1.08E+06,8386,1046.57,1372.52,1785.38,1503.02,2148.29,1597.41,1813.65,1396.02,0.248167,0.284835,0,0,1.07E-06,5.36E-06,0,0,0,0,0.645862,0.875628,0.779645,0.791598,0.753045,1.01249,3500,4379,126,132,94,76,34,45
2.02307E+13,100,0,50,0,879.846,8028.29,2768.63,28099,692.158,34356,852.573,888.258,1053.5,854.175,1190.94,761.658,1630.07,942.497,0.250073,0.248211,0,0,4.27E-06,4.79E-06,0,0,0,0,1.18222,1.34479,1.25221,1.48805,1.08881,1.46567,16209,16014,543,504,376,354,187,169,1729.04,267.451,6051.66,66.8627,7800,947.83,1119.09,1811.07,1079.87,1896.25,960.074,2810.87,1211.44,0.224615,0.243166,0,0,8.63E-07,7.47E-06,0,0,0,0,0.651417,0.887304,0.577503,1.1495,0.332822,0.788932,3596,3685,124,114,108,68,62,43
2.02307E+13,100,2,0,0,1323.55,9594.39,2763.6,33580.4,690.901,33305,0,1326.49,0,1338.5,0,1211.75,0,1242.87,0,0.307217,0,0,0,6.22E-06,0,0,0,0,0,1.22679,0,1.48348,0,1.3332,0,31230,0,1019,0,703,0,353,311642,4.31E+06,1.09E+06,1.08E+06,9186,0,2470.37,0,2609.71,0,2249.07,0,2305.8,0,0.431757,0,0,0,2.08E-06,0,0,0,0,0,0.529311,0,0.796069,0,0.740041,0,8627,0,273,0,190,0,96
2.02307E+13,100,2,5,0,761.879,7334.67,2902.41,25671.4,725.601,34559,681.323,768.337,898.562,705.828,806.968,738.884,509.364,769.261,0.215024,0.226395,0,0,0,6.94E-06,0,0,0,0,1.3334,1.33018,1.29393,1.54236,1.03727,1.34614,1679,30803,48,1004,31,653,11,330,1482.23,316.424,5187.8,79.1061,7054,526.066,921.425,986.091,803.612,1933.75,720.538,0,1050.83,0.156791,0.22166,0,0,0,3.26E-06,0,0,0,0,0.967791,1.05447,1.3542,1.21028,0,1.16149,346,6328,11,183,4,119,0,63
2.02307E+13,100,2,10,0,834.919,7568.93,2962.03,26491.2,740.509,34524,749.816,842.633,756.052,843.751,920.444,886.288,1531.75,800.691,0.226471,0.234689,0,0,0,6.83E-06,0,0,0,0,1.27862,1.3068,1.09401,1.50639,1.11484,1.42421,3261,29104,116,972,72,646,36,317,3277.16,702.083,11470.1,175.521,7207,864.027,1330.45,1183.76,1190.66,2082.13,1564.75,3120.73,1221.08,0.213924,0.271291,0,0,0,3.74E-06,0,0,0,0,0.695833,0.779423,0.436822,1.00492,0.468178,1.05607,675,6084,21,208,15,129,11,64
2.02307E+13,100,2,15,0,720.506,7079.44,2909.62,24778.1,727.404,34529,661.665,732.221,665.587,712.285,650.8,732.982,724.397,660.765,0.211641,0.219992,0,0,0,5.10E-06,0,0,0,0,1.22686,1.28064,1.24912,1.52155,1.15602,1.33081,4862,27503,189,904,110,597,58,306,303964,4.30E+06,1.06E+06,1.08E+06,6859,560.723,917.449,911.731,973.738,789.538,982.412,980.25,867.614,0.167669,0.21936,0,0,0,1.76E-06,0,0,0,0,0.854785,0.986931,1.09909,1.15954,0.847119,0.771512,1029,5436,26,168,26,114,16,44
2.02307E+13,100,2,20,0,714.754,7138.85,2948.4,24986,737.1,34702,697.436,719.677,644.021,740.622,624.615,735.141,631.912,678.277,0.219588,0.219023,0,0,3.03E-06,5.04E-06,0,0,0,0,1.15653,1.34455,1.3132,1.58568,1.2056,1.39102,6612,25965,233,821,143,560,68,300,1244.7,332.734,4356.44,83.1836,7120,608.375,744.214,506.588,759.644,567.267,704.964,506.833,627.897,0.171147,0.185517,0,0,6.61E-06,1.68E-06,0,0,0,0,0.839425,0.993977,1.05338,1.07396,0.678268,1.09922,1357,5321,51,174,30,111,18,58
2.02307E+13,100,2,25,0,798.987,7462.61,2873.73,26119.1,718.432,34468,742.753,814.353,913.154,821.224,877.503,804.017,1011.26,779,0.225948,0.232164,0,0,6.65E-06,5.36E-06,0,0,0,0,1.22335,1.31613,1.3542,1.53745,1.25886,1.33567,8041,24318,273,763,193,522,85,273,304187,4.30E+06,1.06E+06,1.08E+06,7280,837.526,1172.83,1283.48,1136.86,1491.8,1196.41,1719.41,1044.16,0.20137,0.242676,0,0,0,2.00E-06,0,0,0,0,0.596203,0.759419,0.751328,0.923407,0.50067,0.83313,1742,5092,66,157,40,98,22,63
2.02307E+13,100,2,30,0,939.821,8143.8,2834.23,28503.3,708.557,34222,850.611,965.056,1195.26,1012.67,1250.93,1002.33,1361.92,1006.03,0.243597,0.257618,0,0,5.92E-06,5.73E-06,0,0,0,0,1.204,1.3527,1.37268,1.5157,1.03417,1.41659,9630,22506,312,770,213,458,108,225,309879,4.31E+06,1.08E+06,1.08E+06,8257,1008.45,1337.93,2114.95,1336.51,1936.72,1451.16,2241.14,1441.11,0.220999,0.268261,0,0,2.92E-06,3.21E-06,0,0,0,0,0.659726,0.850285,0.694181,0.991363,0.435625,0.806805,2082,5610,80,206,65,122,36,56
2.02307E+13,100,2,35,0,833.522,7811.77,3008.03,27341.2,752.008,34685,849.277,827.422,791.737,813.443,891.747,761.83,982.94,729.33,0.243508,0.238563,0,0,5.01E-06,5.48E-06,0,0,0,0,1.27323,1.36683,1.38035,1.51214,1.24316,1.43237,11388,21121,377,698,277,460,134,230,309692,4.31E+06,1.08E+06,1.08E+06,7665,1139.27,1094.43,1047.54,1097.99,1452.77,968.537,1770.61,1063.97,0.248183,0.245808,0,0,4.42E-06,3.01E-06,0,0,0,0,0.791573,1.01771,0.88356,1.04514,0.788456,0.951782,2476,4746,79,143,66,95,28,32
2.02307E+13,100,2,40,0,865.266,7914.53,2900.43,27700.9,725.109,34370,841.051,870.118,1084.98,863.769,1133.96,880.944,1178.06,841.525,0.245277,0.246042,0,0,3.93E-06,6.49E-06,0,0,0,0,1.18204,1.36327,1.28116,1.59747,1.05551,1.35958,13046,19162,403,659,316,429,155,200,309645,4.31E+06,1.08E+06,1.08E+06,7679,979.396,1159.16,1975.54,1188.08,1862.48,1227.64,2712.39,1217.63,0.225107,0.249663,0,0,0,4.71E-06,0,0,0,0,0.575092,0.979241,0.66917,0.972642,0.314745,0.863026,2812,4384,89,145,90,85,33,41
2.02307E+13,100,2,45,0,794.46,7677.09,2961.11,26869.8,740.278,34791,786.375,800.325,830.159,782.748,850.173,730.915,798.674,829.836,0.236553,0.234597,0,0,4.35E-06,6.43E-06,0,0,0,0,1.25207,1.30051,1.41004,1.48575,1.27163,1.49668,14823,17778,536,580,335,366,172,201,309388,4.31E+06,1.08E+06,1.08E+06,7547,732.185,939.237,958.248,928.047,977.506,819.227,775.514,1055.13,0.194444,0.21964,0,0,7.13E-06,7.51E-06,0,0,0,0,0.882185,0.890959,0.983485,0.992254,0.788982,0.87978,3321,3773,121,107,79,66,35,45
2.02307E+13,100,2,50,0,764.486,7543.78,2952.99,26403.2,738.247,34800,781.399,749.926,734.799,735.659,726.631,673.768,909.458,815.412,0.234704,0.227503,0,0,6.02E-06,7.99E-06,0,0,0,0,1.25823,1.37512,1.33658,1.49223,1.33631,1.52629,16428,16211,548,510,385,358,190,170,309241,4.31E+06,1.08E+06,1.08E+06,7515,644.769,735.001,795.175,796.126,732.944,722.597,995.353,684.578,0.180201,0.19671,0,0,2.16E-06,4.28E-06,0,0,0,0,1.03831,1.19205,0.927991,1.24772,1.13174,0.998957,3616,3432,103,111,90,67,51,45
2.02307E+13,100,5,0,0,1323.55,9594.39,2763.6,33580.4,690.901,33305,0,1326.49,0,1338.5,0,1211.75,0,1242.87,0,0.307217,0,0,0,6.22E-06,0,0,0,0,0,1.22679,0,1.48348,0,1.3332,0,31230,0,1019,0,703,0,353,311639,4.31E+06,1.09E+06,1.08E+06,9186,0,2470.37,0,2609.71,0,2249.07,0,2305.8,0,0.431757,0,0,0,2.08E-06,0,0,0,0,0,0.529311,0,0.796069,0,0.740041,0,8627,0,273,0,190,0,96
2.02307E+13,100,5,5,0,881.254,7832.05,2845.32,27412.2,711.33,34493,826.527,884.488,952.312,861.377,894.645,884.44,518.636,912.392,0.238358,0.241756,0,0,0,6.47E-06,0,0,0,0,1.30225,1.31283,1.29369,1.49837,0.941048,1.33728,1675,30745,48,1002,31,652,11,329,309881,4.31E+06,1.08E+06,1.08E+06,7581,1090.2,1346.81,1581.89,1336.88,1756.8,1381.3,3,1691.56,0.244744,0.276995,0,0,0,3.03E-06,0,0,0,0,0.833442,0.92073,0.919047,1.05032,0.0239386,1.01646,367,6800,9,205,5,128,1,66
2.02307E+13,100,5,10,0,774.171,7354.4,3047.67,25740.4,761.918,34523,738.148,777.843,683.328,798.939,701.653,781.33,820.944,761.344,0.225542,0.22743,0,0,4.12E-06,7.06E-06,0,0,0,0,1.30124,1.34141,1.18539,1.57381,1.29393,1.40148,3260,29104,116,972,72,646,36,317,1567.8,338.498,5487.29,84.6245,7352,744.759,984.682,581.409,966.69,1013.31,990.654,949.444,1005.01,0.194787,0.226945,0,0,0,3.16E-06,0,0,0,0,0.827838,0.91166,0.778548,1.18395,0.966711,0.938511,710,6188,22,210,16,130,9,67
2.02307E+13,100,5,15,0,766.932,7275.18,2899.51,25463.1,724.878,34525,707.001,778.144,702.444,765.906,731.718,801.839,856.246,681.618,0.217865,0.226032,0,0,2.72E-06,5.08E-06,0,0,0,0,1.21968,1.29328,1.26661,1.48132,1.19136,1.33427,4859,27503,189,904,110,597,57,306,309469,4.31E+06,1.08E+06,1.08E+06,6749,819.06,1161.8,1148.96,1134.94,1253.67,1433.16,1372.75,997.978,0.202157,0.252656,0,0,0,2.72E-06,0,0,0,0,0.936159,0.932342,1.21809,1.06069,0.903234,0.787603,968,5393,23,172,24,107,16,46
2.02307E+13,100,5,20,0,697.536,7043.74,2931.09,24653.1,732.772,34690,691.455,699.469,657.12,704.273,601.441,729.136,660.821,672.047,0.217772,0.215914,0,0,4.15E-06,6.39E-06,0,0,0,0,1.16414,1.3347,1.31,1.56809,1.23216,1.3868,6601,25965,233,821,143,560,67,300,309034,4.31E+06,1.08E+06,1.08E+06,7162,546.631,627.081,475.308,571.354,600.846,595.598,573.647,516.619,0.159718,0.16861,0,0,7.84E-06,3.51E-06,0,0,0,0,0.878069,0.928839,1.13475,1.03426,0.859742,1.0049,1337,5377,52,178,26,112,17,63
2.02307E+13,100,5,25,0,679.19,6967.73,2977.5,24387.1,744.375,34466,663.201,685.134,661.513,671.793,656.098,684.128,709.106,656.505,0.214626,0.215575,0,0,4.55E-06,7.06E-06,0,0,0,0,1.25633,1.37128,1.41644,1.57188,1.35251,1.38967,8039,24318,273,763,193,522,85,273,1131.51,281.637,3960.28,70.4092,6791,544.842,642.408,429.269,600.871,569.265,631.271,576.81,619.102,0.164656,0.17577,0,0,8.60E-06,4.15E-06,0,0,0,0,0.769495,1.00445,1.04869,1.16129,0.764462,0.943142,1638,4759,52,132,34,96,21,59
2.02307E+13,100,5,30,0,883.378,7992.47,2919.61,27973.6,729.903,34351,839.448,895.505,1072.5,915.226,1087.19,833.255,1208.23,933.862,0.243767,0.249468,0,0,4.71E-06,6.60E-06,0,0,0,0,1.21556,1.3686,1.41177,1.5978,1.06849,1.46891,9670,22589,314,773,213,459,108,225,309729,4.31E+06,1.08E+06,1.08E+06,8150,906.918,1130.43,1653.48,1064.14,1681.63,1053.44,2210,1266.41,0.213336,0.248445,0,0,1.69E-06,2.81E-06,0,0,0,0,0.796797,0.865177,0.909399,1.17668,0.560242,0.998857,2156,5466,85,192,59,107,31,54
2.02307E+13,100,5,35,0,830.563,7784.9,2997.34,27247.2,749.334,34698,769.999,858.649,907.582,882.187,972.794,809.729,923.604,780.887,0.233082,0.242797,0,0,7.40E-06,3.76E-06,0,0,0,0,1.28212,1.35495,1.37405,1.51446,1.22565,1.40248,11386,21133,378,699,277,461,134,230,309689,4.31E+06,1.08E+06,1.08E+06,7775,861.547,1214.36,1318.29,1343.15,1582.72,1129.46,1552.68,1366.16,0.21219,0.258736,0,0,5.37E-06,3.08E-06,0,0,0,0,0.786324,0.862027,0.812708,0.995692,0.617673,0.905205,2404,4888,93,151,72,101,28,38
2.02307E+13,100,5,40,0,767.827,7587.33,3044.64,26555.7,761.159,34675,766.496,768.712,771.408,763.825,786.472,780.473,754.032,729.708,0.234799,0.232603,0,0,3.14E-06,9.58E-06,0,0,0,0,1.2612,1.38743,1.39702,1.61224,1.24819,1.3514,13160,19335,407,662,320,433,156,202,1413.52,351.104,4947.32,87.7761,7456,681.837,805.165,768.747,832.295,799.875,895.949,826.714,767.652,0.18358,0.207993,0,0,1.16E-06,1.23E-05,0,0,0,0,0.929872,1.04389,1.07015,1.16206,1.01111,0.816367,2824,4182,79,139,80,78,28,46
2.02307E+13,100,5,45,0,774.917,7644.89,3016.16,26757.1,754.04,34785,780.205,771.046,787.17,763.029,825.499,699.541,798.145,762.095,0.237265,0.232272,0,0,4.69E-06,5.67E-06,0,0,0,0,1.27191,1.32803,1.43204,1.52221,1.28206,1.52632,14817,17778,536,580,335,366,172,201,309382,4.31E+06,1.08E+06,1.08E+06,7781,687.797,769.022,652.716,749.865,819.4,697.188,815.429,756.304,0.195426,0.204905,0,0,1.18E-06,0,0,0,0,0,0.909812,1.0315,1.11171,1.16064,0.86471,1.06939,3358,3948,134,111,85,64,35,46
2.02307E+13,100,5,50,0,877.084,7962.81,2788.13,27869.8,697.033,34453,855.66,893.566,836.792,785.026,981.768,857.448,1509.33,896.87,0.245605,0.247139,0,0,3.71E-06,5.22E-06,0,0,0,0,1.22062,1.33855,1.27238,1.4778,1.06664,1.48092,16276,16045,543,505,375,355,185,169,1793.39,292.394,6276.88,73.0986,7754,933.009,1245.47,1242.2,1027.46,1544.44,1292.8,2811.64,1143.93,0.220755,0.265282,0,0,2.04E-06,6.54E-06,0,0,0,0,0.845172,1.00035,0.595526,1.14126,0.358115,0.958053,3605,3665,107,111,94,74,56,42
2.02307E+13,100,10,0,0,1323.55,9594.39,2763.6,33580.4,690.901,33305,0,1326.49,0,1338.5,0,1211.75,0,1242.87,0,0.307217,0,0,0,6.22E-06,0,0,0,0,0,1.22679,0,1.48348,0,1.3332,0,31230,0,1019,0,703,0,353,311639,4.31E+06,1.09E+06,1.08E+06,9186,0,2470.37,0,2609.71,0,2249.07,0,2305.8,0,0.431757,0,0,0,2.08E-06,0,0,0,0,0,0.529311,0,0.796069,0,0.740041,0,8627,0,273,0,190,0,96
2.02307E+13,100,10,5,0,742.418,7231.43,2895.4,25310,723.85,34552,687.303,746.25,780.792,725.673,682.548,745.776,586.636,714.767,0.216981,0.222987,0,0,0,6.73E-06,0,0,0,0,1.35389,1.32083,1.34571,1.53705,1.16962,1.35161,1679,30796,48,1004,31,653,11,330,1356.18,313.241,4746.63,78.3103,7054,526.813,811.43,661.7,751.005,626.8,763.742,0,830.905,0.157695,0.202286,0,0,0,1.62E-06,0,0,0,0,0.956394,0.962191,1.40446,1.17351,0,1.14297,343,6312,10,201,5,120,0,63
2.02307E+13,100,10,10,0,879.499,7733.45,2904.92,27067.1,726.229,34472,785.962,885.166,782.897,964.827,1107.42,943.817,1409.06,850.322,0.232001,0.240149,0,0,1.34E-06,5.51E-06,0,0,0,0,1.28964,1.28322,1.08385,1.47588,1.13419,1.37457,3252,29061,116,972,72,646,36,317,1989.66,256.102,6963.8,64.0255,7522,977.699,1437.29,1092.17,1623.03,2401.39,1652.18,3131.6,1343.9,0.229039,0.2845,0,0,0,2.06E-06,0,0,0,0,0.720681,0.704382,0.435521,0.868336,0.334144,0.880179,700,6341,24,219,18,141,10,69
2.02307E+13,100,10,15,0,712.382,7047.79,2905.24,24667.3,726.31,34531,639.922,724.908,707.54,704.778,636.682,779.367,721.793,658.585,0.208242,0.219427,0,0,2.44E-06,5.11E-06,0,0,0,0,1.23234,1.28198,1.27472,1.50899,1.19438,1.31718,4864,27503,189,904,110,597,58,306,1361.29,301.609,4764.53,75.4023,6806,491.159,888.947,962.926,962.283,752.28,1157.31,913.375,1064.85,0.150526,0.218387,0,0,0,3.37E-06,0,0,0,0,0.899724,1.00074,1.13317,1.22621,0.908976,0.815383,951,5462,27,166,25,118,16,41
2.02307E+13,100,10,20,0,820.146,7580.98,2886.75,26533.4,721.687,34704,768.921,831.795,839.206,826.63,659.874,890.612,955.074,822.983,0.229463,0.233518,0,0,6.41E-06,5.19E-06,0,0,0,0,1.13504,1.31241,1.30375,1.55838,1.16379,1.35509,6614,25965,233,821,143,560,68,300,309636,4.31E+06,1.08E+06,1.08E+06,7427,901.46,1223.8,1288.49,1071.2,829.828,1335.53,1717.67,1398.03,0.220234,0.253717,0,0,7.20E-06,3.26E-06,0,0,0,0,0.78176,0.838078,1.10188,0.999959,0.650997,0.946499,1384,5584,53,182,29,118,18,59
2.02307E+13,100,10,25,0,821.098,7568.05,2869.65,26488.2,717.412,34366,755.965,840.347,940.062,828.087,814.271,862.789,975.4,762.227,0.228557,0.236543,0,0,5.09E-06,7.11E-06,0,0,0,0,1.22489,1.32555,1.33929,1.52283,1.24945,1.37407,8015,24250,273,761,188,521,85,273,1696.24,357.918,5936.83,89.4795,7522,847.282,1215.69,1289.56,1138.2,1381.86,1374.23,1605.14,967.149,0.20777,0.251168,0,0,5.42E-06,1.81E-06,0,0,0,0,0.629508,0.773481,0.658966,0.934656,0.566787,0.880426,1815,5252,70,155,35,107,21,67
